prompt_id,graph_id,condition,mechanism,control,clean_label,conflict_label,clean_token_id,conflict_token_id,top1_token_id,top1_token,top1_class,clean_rank,conflict_rank,clean_minus_conflict_margin
g073_redundant,73,redundant,stable,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,1.015625
g073_irrelevant,73,irrelevant,stable,shuffle_boundary_labels,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-0.96875
g073_paraphrase,73,paraphrase,stable,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,2.0
g073_weak_distractor,73,weak_distractor,competition,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,1.015625
g073_competition_balanced,73,competition_balanced,competition,shuffle_boundary_labels,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-0.1875
g073_direct_conflict,73,direct_conflict,competition,shuffle_boundary_labels,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-0.71875
g073_closure_update,73,closure_update,closure,shuffle_boundary_labels,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-2.484375
g073_closure_override,73,closure_override,closure,shuffle_boundary_labels,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-1.265625
g073_exception_override,73,exception_override,closure,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,1.046875
g077_clean,77,clean,stable,shuffle_boundary_labels,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-2.375
g077_redundant,77,redundant,stable,shuffle_boundary_labels,Gold,Iron,7421,16570,7421, Gold,clean,1,2,2.34375
g077_irrelevant,77,irrelevant,stable,shuffle_boundary_labels,Gold,Iron,7421,16570,7421, Gold,clean,1,2,0.34375
g077_paraphrase,77,paraphrase,stable,shuffle_boundary_labels,Gold,Iron,7421,16570,7421, Gold,clean,1,2,3.625
g077_weak_distractor,77,weak_distractor,competition,shuffle_boundary_labels,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-1.09375
g077_competition_balanced,77,competition_balanced,competition,shuffle_boundary_labels,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-0.140625
g077_direct_conflict,77,direct_conflict,competition,shuffle_boundary_labels,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-4.015625
g077_closure_update,77,closure_update,closure,shuffle_boundary_labels,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-5.0
g077_closure_override,77,closure_override,closure,shuffle_boundary_labels,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-2.34375
g077_exception_override,77,exception_override,closure,shuffle_boundary_labels,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-1.5625
g079_clean,79,clean,stable,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,1.171875
g079_redundant,79,redundant,stable,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.984375
g079_irrelevant,79,irrelevant,stable,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.109375
g079_paraphrase,79,paraphrase,stable,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,1.828125
g079_weak_distractor,79,weak_distractor,competition,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,2.03125
g079_competition_balanced,79,competition_balanced,competition,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,1.390625
g079_direct_conflict,79,direct_conflict,competition,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.9375
g079_closure_update,79,closure_update,closure,shuffle_boundary_labels,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-0.90625
g079_closure_override,79,closure_override,closure,shuffle_boundary_labels,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-0.390625
g079_exception_override,79,exception_override,closure,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,1.375
g080_clean,80,clean,stable,shuffle_boundary_labels,North,South,4787,4882,4787, North,clean,1,2,1.203125
g080_redundant,80,redundant,stable,shuffle_boundary_labels,North,South,4787,4882,4882, South,conflict,2,1,-0.0625
g080_irrelevant,80,irrelevant,stable,shuffle_boundary_labels,North,South,4787,4882,4787, North,clean,1,2,0.71875
g080_paraphrase,80,paraphrase,stable,shuffle_boundary_labels,North,South,4787,4882,4787, North,clean,1,2,1.5625
g080_weak_distractor,80,weak_distractor,competition,shuffle_boundary_labels,North,South,4787,4882,4882, South,conflict,2,1,-0.1875
g080_competition_balanced,80,competition_balanced,competition,shuffle_boundary_labels,North,South,4787,4882,4882, South,conflict,2,1,-0.296875
g080_direct_conflict,80,direct_conflict,competition,shuffle_boundary_labels,North,South,4787,4882,4882, South,conflict,2,1,-0.328125
g080_closure_update,80,closure_update,closure,shuffle_boundary_labels,North,South,4787,4882,4882, South,conflict,2,1,-1.640625
g080_closure_override,80,closure_override,closure,shuffle_boundary_labels,North,South,4787,4882,4882, South,conflict,2,1,-2.453125
g080_exception_override,80,exception_override,closure,shuffle_boundary_labels,North,South,4787,4882,4882, South,conflict,2,1,-0.765625
g085_clean,85,clean,stable,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.34375
g085_redundant,85,redundant,stable,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.734375
g085_irrelevant,85,irrelevant,stable,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.125
g085_paraphrase,85,paraphrase,stable,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,1.046875
g085_weak_distractor,85,weak_distractor,competition,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,1.328125
g085_competition_balanced,85,competition_balanced,competition,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.859375
g085_direct_conflict,85,direct_conflict,competition,shuffle_boundary_labels,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-1.71875
g085_closure_update,85,closure_update,closure,shuffle_boundary_labels,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-2.5
g085_closure_override,85,closure_override,closure,shuffle_boundary_labels,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-1.015625
g085_exception_override,85,exception_override,closure,shuffle_boundary_labels,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-1.4375
g088_clean,88,clean,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-0.640625
g088_redundant,88,redundant,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,1.140625
g088_irrelevant,88,irrelevant,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,1.171875
g088_paraphrase,88,paraphrase,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,2.109375
g088_weak_distractor,88,weak_distractor,competition,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,0.9375
g088_competition_balanced,88,competition_balanced,competition,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.03125
g088_direct_conflict,88,direct_conflict,competition,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.53125
g088_closure_update,88,closure_update,closure,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.71875
g088_closure_override,88,closure_override,closure,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.71875
g088_exception_override,88,exception_override,closure,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-0.8125
g094_clean,94,clean,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,3.484375
g094_redundant,94,redundant,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,2.953125
g094_irrelevant,94,irrelevant,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-0.296875
g094_paraphrase,94,paraphrase,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,2.796875
g094_weak_distractor,94,weak_distractor,competition,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,0.25
g094_competition_balanced,94,competition_balanced,competition,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-0.8125
g094_direct_conflict,94,direct_conflict,competition,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.0
g094_closure_update,94,closure_update,closure,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.984375
g094_closure_override,94,closure_override,closure,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-3.03125
g094_exception_override,94,exception_override,closure,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.984375
