prompt_id,graph_id,condition,mechanism,control,clean_token_id,conflict_token_id,top1_token_id,top1_token,top1_class,clean_rank,conflict_rank,clean_minus_conflict_margin,baseline_top1_token_id,baseline_top1_class,baseline_margin,strict_conflict_to_clean,nonclosure_top1_changed,margin_shift,model,random_seed
g045_paraphrase,45,paraphrase,stable,random_direction_007,6326,4312,6326, East,clean,1,2,2.0625,6326,clean,2.0625,False,False,0.0,qwen,2026081309
g045_weak_distractor,45,weak_distractor,competition,random_direction_007,6326,4312,6326, East,clean,1,2,0.28125,6326,clean,0.28125,False,False,0.0,qwen,2026081309
g045_competition_balanced,45,competition_balanced,competition,random_direction_007,6326,4312,4312, West,conflict,2,1,-0.875,4312,conflict,-0.875,False,False,0.0,qwen,2026081309
g045_direct_conflict,45,direct_conflict,competition,random_direction_007,6326,4312,4312, West,conflict,2,1,-4.25,4312,conflict,-4.25,False,False,0.0,qwen,2026081309
g045_closure_update,45,closure_update,closure,random_direction_007,6326,4312,320, (,other,573,56,-3.8125,4312,conflict,-5.203125,False,True,1.390625,qwen,2026081309
g045_closure_override,45,closure_override,closure,random_direction_007,6326,4312,320, (,other,963,126,-3.7578125,4312,conflict,-3.59375,False,True,-0.1640625,qwen,2026081309
g045_exception_override,45,exception_override,closure,random_direction_007,6326,4312,320, (,other,782,101,-3.96875,4312,conflict,-3.953125,False,True,-0.015625,qwen,2026081309
g053_clean,53,clean,stable,random_direction_007,7421,16570,16570, Iron,conflict,2,1,-2.390625,16570,conflict,-2.390625,False,False,0.0,qwen,2026081309
g053_redundant,53,redundant,stable,random_direction_007,7421,16570,16570, Iron,conflict,2,1,-1.796875,16570,conflict,-1.796875,False,False,0.0,qwen,2026081309
g053_irrelevant,53,irrelevant,stable,random_direction_007,7421,16570,16570, Iron,conflict,2,1,-3.5625,16570,conflict,-3.5625,False,False,0.0,qwen,2026081309
g053_paraphrase,53,paraphrase,stable,random_direction_007,7421,16570,7421, Gold,clean,1,2,3.640625,7421,clean,3.640625,False,False,0.0,qwen,2026081309
g053_weak_distractor,53,weak_distractor,competition,random_direction_007,7421,16570,16570, Iron,conflict,2,1,-5.5,16570,conflict,-5.5,False,False,0.0,qwen,2026081309
g053_competition_balanced,53,competition_balanced,competition,random_direction_007,7421,16570,16570, Iron,conflict,2,1,-7.203125,16570,conflict,-7.203125,False,False,0.0,qwen,2026081309
g053_direct_conflict,53,direct_conflict,competition,random_direction_007,7421,16570,16570, Iron,conflict,2,1,-9.046875,16570,conflict,-9.046875,False,False,0.0,qwen,2026081309
g053_closure_update,53,closure_update,closure,random_direction_007,7421,16570,320, (,other,4,9,2.4375,16570,conflict,-8.734375,False,True,11.171875,qwen,2026081309
g053_closure_override,53,closure_override,closure,random_direction_007,7421,16570,320, (,other,6,775,7.71875,16570,conflict,-6.609375,False,True,14.328125,qwen,2026081309
g053_exception_override,53,exception_override,closure,random_direction_007,7421,16570,320, (,other,6,169,5.90625,16570,conflict,-5.171875,False,True,11.078125,qwen,2026081309
g064_clean,64,clean,stable,random_direction_007,42540,14997,42540, Copper,clean,1,2,2.546875,42540,clean,2.546875,False,False,0.0,qwen,2026081309
g064_redundant,64,redundant,stable,random_direction_007,42540,14997,42540, Copper,clean,1,2,3.21875,42540,clean,3.21875,False,False,0.0,qwen,2026081309
g064_irrelevant,64,irrelevant,stable,random_direction_007,42540,14997,14997, Silver,conflict,2,1,-0.03125,14997,conflict,-0.03125,False,False,0.0,qwen,2026081309
g064_paraphrase,64,paraphrase,stable,random_direction_007,42540,14997,42540, Copper,clean,1,2,3.546875,42540,clean,3.546875,False,False,0.0,qwen,2026081309
g064_weak_distractor,64,weak_distractor,competition,random_direction_007,42540,14997,42540, Copper,clean,1,2,0.15625,42540,clean,0.15625,False,False,0.0,qwen,2026081309
g064_competition_balanced,64,competition_balanced,competition,random_direction_007,42540,14997,14997, Silver,conflict,2,1,-1.890625,14997,conflict,-1.890625,False,False,0.0,qwen,2026081309
g064_direct_conflict,64,direct_conflict,competition,random_direction_007,42540,14997,14997, Silver,conflict,2,1,-1.5,14997,conflict,-1.5,False,False,0.0,qwen,2026081309
g064_closure_update,64,closure_update,closure,random_direction_007,42540,14997,14997, Silver,conflict,2,1,-0.75,14997,conflict,-1.609375,False,False,0.859375,qwen,2026081309
g064_closure_override,64,closure_override,closure,random_direction_007,42540,14997,320, (,other,21,8,-1.171875,14997,conflict,-6.859375,False,True,5.6875,qwen,2026081309
g064_exception_override,64,exception_override,closure,random_direction_007,42540,14997,1154," ,",other,10,6,-0.546875,14997,conflict,-4.515625,False,True,3.96875,qwen,2026081309
g067_clean,67,clean,stable,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-2.265625,25462,conflict,-2.265625,False,False,0.0,qwen,2026081309
g067_redundant,67,redundant,stable,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-0.171875,25462,conflict,-0.171875,False,False,0.0,qwen,2026081309
g067_irrelevant,67,irrelevant,stable,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-1.765625,25462,conflict,-1.765625,False,False,0.0,qwen,2026081309
g067_paraphrase,67,paraphrase,stable,random_direction_007,7840,25462,7840, Green,clean,1,2,2.203125,7840,clean,2.203125,False,False,0.0,qwen,2026081309
g067_weak_distractor,67,weak_distractor,competition,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-2.453125,25462,conflict,-2.453125,False,False,0.0,qwen,2026081309
g067_competition_balanced,67,competition_balanced,competition,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-3.828125,25462,conflict,-3.828125,False,False,0.0,qwen,2026081309
g067_direct_conflict,67,direct_conflict,competition,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-6.40625,25462,conflict,-6.40625,False,False,0.0,qwen,2026081309
g067_closure_update,67,closure_update,closure,random_direction_007,7840,25462,320, (,other,33,42,0.4140625,25462,conflict,-5.578125,False,True,5.9921875,qwen,2026081309
g067_closure_override,67,closure_override,closure,random_direction_007,7840,25462,320, (,other,9,117,4.8125,25462,conflict,-5.84375,False,True,10.65625,qwen,2026081309
g067_exception_override,67,exception_override,closure,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-2.046875,25462,conflict,-2.046875,False,False,0.0,qwen,2026081309
g068_clean,68,clean,stable,random_direction_007,4787,4882,4882, South,conflict,2,1,-0.1875,4882,conflict,-0.1875,False,False,0.0,qwen,2026081309
g068_redundant,68,redundant,stable,random_direction_007,4787,4882,4882, South,conflict,2,1,-0.3125,4882,conflict,-0.3125,False,False,0.0,qwen,2026081309
g068_irrelevant,68,irrelevant,stable,random_direction_007,4787,4882,4882, South,conflict,2,1,-0.484375,4882,conflict,-0.484375,False,False,0.0,qwen,2026081309
g068_paraphrase,68,paraphrase,stable,random_direction_007,4787,4882,4787, North,clean,1,2,2.25,4787,clean,2.25,False,False,0.0,qwen,2026081309
g068_weak_distractor,68,weak_distractor,competition,random_direction_007,4787,4882,4882, South,conflict,2,1,-1.015625,4882,conflict,-1.015625,False,False,0.0,qwen,2026081309
g068_competition_balanced,68,competition_balanced,competition,random_direction_007,4787,4882,4882, South,conflict,2,1,-1.875,4882,conflict,-1.875,False,False,0.0,qwen,2026081309
g068_direct_conflict,68,direct_conflict,competition,random_direction_007,4787,4882,4882, South,conflict,2,1,-3.265625,4882,conflict,-3.265625,False,False,0.0,qwen,2026081309
g068_closure_update,68,closure_update,closure,random_direction_007,4787,4882,320, (,other,18,31,0.71875,4882,conflict,-4.25,False,True,4.96875,qwen,2026081309
g068_closure_override,68,closure_override,closure,random_direction_007,4787,4882,320, (,other,12,59,2.8515625,4882,conflict,-4.875,False,True,7.7265625,qwen,2026081309
g068_exception_override,68,exception_override,closure,random_direction_007,4787,4882,320, (,other,10,34,2.46875,4882,conflict,-3.296875,False,True,5.765625,qwen,2026081309
g069_clean,69,clean,stable,random_direction_007,6326,4312,4312, West,conflict,2,1,-1.171875,4312,conflict,-1.171875,False,False,0.0,qwen,2026081309
g069_redundant,69,redundant,stable,random_direction_007,6326,4312,6326, East,clean,1,2,0.71875,6326,clean,0.71875,False,False,0.0,qwen,2026081309
g069_irrelevant,69,irrelevant,stable,random_direction_007,6326,4312,4312, West,conflict,2,1,-0.484375,4312,conflict,-0.484375,False,False,0.0,qwen,2026081309
g069_paraphrase,69,paraphrase,stable,random_direction_007,6326,4312,6326, East,clean,1,2,2.46875,6326,clean,2.46875,False,False,0.0,qwen,2026081309
g069_weak_distractor,69,weak_distractor,competition,random_direction_007,6326,4312,4312, West,conflict,2,1,-0.78125,4312,conflict,-0.78125,False,False,0.0,qwen,2026081309
g069_competition_balanced,69,competition_balanced,competition,random_direction_007,6326,4312,4312, West,conflict,2,1,-0.796875,4312,conflict,-0.796875,False,False,0.0,qwen,2026081309
g069_direct_conflict,69,direct_conflict,competition,random_direction_007,6326,4312,4312, West,conflict,2,1,-4.03125,4312,conflict,-4.03125,False,False,0.0,qwen,2026081309
g069_closure_update,69,closure_update,closure,random_direction_007,6326,4312,320, (,other,310,47,-3.078125,4312,conflict,-6.140625,False,True,3.0625,qwen,2026081309
g069_closure_override,69,closure_override,closure,random_direction_007,6326,4312,320, (,other,97,55,-1.03125,4312,conflict,-3.671875,False,True,2.640625,qwen,2026081309
g069_exception_override,69,exception_override,closure,random_direction_007,6326,4312,320, (,other,54,26,-1.1875,4312,conflict,-2.578125,False,True,1.390625,qwen,2026081309
g073_clean,73,clean,stable,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-0.59375,25462,conflict,-0.59375,False,False,0.0,qwen,2026081309
g073_redundant,73,redundant,stable,random_direction_007,7840,25462,7840, Green,clean,1,2,0.875,7840,clean,0.875,False,False,0.0,qwen,2026081309
g073_irrelevant,73,irrelevant,stable,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-0.859375,25462,conflict,-0.859375,False,False,0.0,qwen,2026081309
g073_paraphrase,73,paraphrase,stable,random_direction_007,7840,25462,7840, Green,clean,1,2,2.390625,7840,clean,2.390625,False,False,0.0,qwen,2026081309
g073_weak_distractor,73,weak_distractor,competition,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-1.890625,25462,conflict,-1.890625,False,False,0.0,qwen,2026081309
g073_competition_balanced,73,competition_balanced,competition,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-4.234375,25462,conflict,-4.234375,False,False,0.0,qwen,2026081309
g073_direct_conflict,73,direct_conflict,competition,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-4.640625,25462,conflict,-4.640625,False,False,0.0,qwen,2026081309
g073_closure_update,73,closure_update,closure,random_direction_007,7840,25462,1154," ,",other,31,37,0.375,25462,conflict,-5.546875,False,True,5.921875,qwen,2026081309
g073_closure_override,73,closure_override,closure,random_direction_007,7840,25462,320, (,other,13,114,4.1484375,25462,conflict,-5.078125,False,True,9.2265625,qwen,2026081309
g073_exception_override,73,exception_override,closure,random_direction_007,7840,25462,320, (,other,7,74,4.671875,25462,conflict,-2.96875,False,True,7.640625,qwen,2026081309
g077_clean,77,clean,stable,random_direction_007,7421,16570,16570, Iron,conflict,2,1,-4.65625,16570,conflict,-4.65625,False,False,0.0,qwen,2026081309
g077_redundant,77,redundant,stable,random_direction_007,7421,16570,7421, Gold,clean,1,1,0.0,7421,clean,0.0,False,False,0.0,qwen,2026081309
g077_irrelevant,77,irrelevant,stable,random_direction_007,7421,16570,16570, Iron,conflict,2,1,-3.234375,16570,conflict,-3.234375,False,False,0.0,qwen,2026081309
g077_paraphrase,77,paraphrase,stable,random_direction_007,7421,16570,7421, Gold,clean,1,2,3.65625,7421,clean,3.65625,False,False,0.0,qwen,2026081309
g077_weak_distractor,77,weak_distractor,competition,random_direction_007,7421,16570,16570, Iron,conflict,2,1,-5.171875,16570,conflict,-5.171875,False,False,0.0,qwen,2026081309
g077_competition_balanced,77,competition_balanced,competition,random_direction_007,7421,16570,16570, Iron,conflict,2,1,-5.46875,16570,conflict,-5.46875,False,False,0.0,qwen,2026081309
g077_direct_conflict,77,direct_conflict,competition,random_direction_007,7421,16570,16570, Iron,conflict,2,1,-7.734375,16570,conflict,-7.734375,False,False,0.0,qwen,2026081309
g077_closure_update,77,closure_update,closure,random_direction_007,7421,16570,16570, Iron,conflict,2,1,-5.515625,16570,conflict,-10.1875,False,False,4.671875,qwen,2026081309
g077_closure_override,77,closure_override,closure,random_direction_007,7421,16570,320, (,other,2,169,7.3359375,16570,conflict,-7.203125,False,True,14.5390625,qwen,2026081309
g077_exception_override,77,exception_override,closure,random_direction_007,7421,16570,320, (,other,4,194,7.203125,16570,conflict,-6.921875,False,True,14.125,qwen,2026081309
g079_clean,79,clean,stable,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-1.1875,25462,conflict,-1.1875,False,False,0.0,qwen,2026081309
g079_redundant,79,redundant,stable,random_direction_007,7840,25462,7840, Green,clean,1,2,0.40625,7840,clean,0.40625,False,False,0.0,qwen,2026081309
g079_irrelevant,79,irrelevant,stable,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-1.25,25462,conflict,-1.25,False,False,0.0,qwen,2026081309
g079_paraphrase,79,paraphrase,stable,random_direction_007,7840,25462,7840, Green,clean,1,2,2.734375,7840,clean,2.734375,False,False,0.0,qwen,2026081309
g079_weak_distractor,79,weak_distractor,competition,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-1.046875,25462,conflict,-1.046875,False,False,0.0,qwen,2026081309
g079_competition_balanced,79,competition_balanced,competition,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-2.71875,25462,conflict,-2.71875,False,False,0.0,qwen,2026081309
g079_direct_conflict,79,direct_conflict,competition,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-4.515625,25462,conflict,-4.515625,False,False,0.0,qwen,2026081309
g079_closure_update,79,closure_update,closure,random_direction_007,7840,25462,320, (,other,9,41,2.9453125,25462,conflict,-2.96875,False,True,5.9140625,qwen,2026081309
g079_closure_override,79,closure_override,closure,random_direction_007,7840,25462,320, (,other,10,128,4.8359375,25462,conflict,-5.0625,False,True,9.8984375,qwen,2026081309
g079_exception_override,79,exception_override,closure,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-2.859375,25462,conflict,-2.859375,False,False,0.0,qwen,2026081309
g080_clean,80,clean,stable,random_direction_007,4787,4882,4882, South,conflict,2,1,-1.34375,4882,conflict,-1.34375,False,False,0.0,qwen,2026081309
g080_redundant,80,redundant,stable,random_direction_007,4787,4882,4882, South,conflict,2,1,-0.609375,4882,conflict,-0.609375,False,False,0.0,qwen,2026081309
g080_irrelevant,80,irrelevant,stable,random_direction_007,4787,4882,4882, South,conflict,2,1,-1.90625,4882,conflict,-1.90625,False,False,0.0,qwen,2026081309
g080_paraphrase,80,paraphrase,stable,random_direction_007,4787,4882,4787, North,clean,1,2,2.171875,4787,clean,2.171875,False,False,0.0,qwen,2026081309
g080_weak_distractor,80,weak_distractor,competition,random_direction_007,4787,4882,4882, South,conflict,2,1,-0.953125,4882,conflict,-0.953125,False,False,0.0,qwen,2026081309
g080_competition_balanced,80,competition_balanced,competition,random_direction_007,4787,4882,4882, South,conflict,2,1,-1.78125,4882,conflict,-1.78125,False,False,0.0,qwen,2026081309
g080_direct_conflict,80,direct_conflict,competition,random_direction_007,4787,4882,4882, South,conflict,2,1,-3.296875,4882,conflict,-3.296875,False,False,0.0,qwen,2026081309
g080_closure_update,80,closure_update,closure,random_direction_007,4787,4882,320, (,other,14,27,1.046875,4882,conflict,-3.171875,False,True,4.21875,qwen,2026081309
g080_closure_override,80,closure_override,closure,random_direction_007,4787,4882,320, (,other,13,64,3.0,4882,conflict,-4.03125,False,True,7.03125,qwen,2026081309
g080_exception_override,80,exception_override,closure,random_direction_007,4787,4882,320, (,other,4,17,3.203125,4882,conflict,-3.40625,False,True,6.609375,qwen,2026081309
g085_clean,85,clean,stable,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-0.25,25462,conflict,-0.25,False,False,0.0,qwen,2026081309
g085_redundant,85,redundant,stable,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-0.5,25462,conflict,-0.5,False,False,0.0,qwen,2026081309
g085_irrelevant,85,irrelevant,stable,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-0.765625,25462,conflict,-0.765625,False,False,0.0,qwen,2026081309
g085_paraphrase,85,paraphrase,stable,random_direction_007,7840,25462,7840, Green,clean,1,2,2.3125,7840,clean,2.3125,False,False,0.0,qwen,2026081309
g085_weak_distractor,85,weak_distractor,competition,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-0.484375,25462,conflict,-0.484375,False,False,0.0,qwen,2026081309
g085_competition_balanced,85,competition_balanced,competition,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-3.609375,25462,conflict,-3.609375,False,False,0.0,qwen,2026081309
g085_direct_conflict,85,direct_conflict,competition,random_direction_007,7840,25462,25462, Yellow,conflict,2,1,-5.3125,25462,conflict,-5.3125,False,False,0.0,qwen,2026081309
g085_closure_update,85,closure_update,closure,random_direction_007,7840,25462,320, (,other,23,11,-1.078125,25462,conflict,-4.828125,False,True,3.75,qwen,2026081309
g085_closure_override,85,closure_override,closure,random_direction_007,7840,25462,320, (,other,10,136,4.71875,25462,conflict,-5.15625,False,True,9.875,qwen,2026081309
g085_exception_override,85,exception_override,closure,random_direction_007,7840,25462,320, (,other,4,70,4.9375,25462,conflict,-2.59375,False,True,7.53125,qwen,2026081309
g088_clean,88,clean,stable,random_direction_007,42540,14997,42540, Copper,clean,1,2,1.9375,42540,clean,1.9375,False,False,0.0,qwen,2026081309
g088_redundant,88,redundant,stable,random_direction_007,42540,14997,42540, Copper,clean,1,2,2.125,42540,clean,2.125,False,False,0.0,qwen,2026081309
g088_irrelevant,88,irrelevant,stable,random_direction_007,42540,14997,14997, Silver,conflict,2,1,-1.75,14997,conflict,-1.75,False,False,0.0,qwen,2026081309
g088_paraphrase,88,paraphrase,stable,random_direction_007,42540,14997,42540, Copper,clean,1,2,3.421875,42540,clean,3.421875,False,False,0.0,qwen,2026081309
g088_weak_distractor,88,weak_distractor,competition,random_direction_007,42540,14997,14997, Silver,conflict,2,1,-1.328125,14997,conflict,-1.328125,False,False,0.0,qwen,2026081309
g088_competition_balanced,88,competition_balanced,competition,random_direction_007,42540,14997,14997, Silver,conflict,2,1,-3.375,14997,conflict,-3.375,False,False,0.0,qwen,2026081309
g088_direct_conflict,88,direct_conflict,competition,random_direction_007,42540,14997,14997, Silver,conflict,2,1,-3.984375,14997,conflict,-3.984375,False,False,0.0,qwen,2026081309
g088_closure_update,88,closure_update,closure,random_direction_007,42540,14997,14997, Silver,conflict,2,1,-4.15625,14997,conflict,-3.1875,False,False,-0.96875,qwen,2026081309
g088_closure_override,88,closure_override,closure,random_direction_007,42540,14997,320, (,other,29,9,-1.34375,14997,conflict,-6.6875,False,True,5.34375,qwen,2026081309
g088_exception_override,88,exception_override,closure,random_direction_007,42540,14997,320, (,other,8,14,0.234375,14997,conflict,-4.25,False,True,4.484375,qwen,2026081309
g094_clean,94,clean,stable,random_direction_007,42540,14997,42540, Copper,clean,1,2,3.703125,42540,clean,3.703125,False,False,0.0,qwen,2026081309
g094_redundant,94,redundant,stable,random_direction_007,42540,14997,42540, Copper,clean,1,2,3.765625,42540,clean,3.765625,False,False,0.0,qwen,2026081309
g094_irrelevant,94,irrelevant,stable,random_direction_007,42540,14997,42540, Copper,clean,1,2,0.984375,42540,clean,0.984375,False,False,0.0,qwen,2026081309
g094_paraphrase,94,paraphrase,stable,random_direction_007,42540,14997,42540, Copper,clean,1,2,4.421875,42540,clean,4.421875,False,False,0.0,qwen,2026081309
g094_weak_distractor,94,weak_distractor,competition,random_direction_007,42540,14997,14997, Silver,conflict,2,1,-0.015625,14997,conflict,-0.015625,False,False,0.0,qwen,2026081309
g094_competition_balanced,94,competition_balanced,competition,random_direction_007,42540,14997,14997, Silver,conflict,2,1,-3.046875,14997,conflict,-3.046875,False,False,0.0,qwen,2026081309
g094_direct_conflict,94,direct_conflict,competition,random_direction_007,42540,14997,14997, Silver,conflict,2,1,-3.71875,14997,conflict,-3.71875,False,False,0.0,qwen,2026081309
g094_closure_update,94,closure_update,closure,random_direction_007,42540,14997,14997, Silver,conflict,2,1,-2.21875,14997,conflict,-1.71875,False,False,-0.5,qwen,2026081309
g094_closure_override,94,closure_override,closure,random_direction_007,42540,14997,320, (,other,20,7,-1.15625,14997,conflict,-6.640625,False,True,5.484375,qwen,2026081309
g094_exception_override,94,exception_override,closure,random_direction_007,42540,14997,320, (,other,5,12,0.921875,14997,conflict,-5.421875,False,True,6.34375,qwen,2026081309
g000_clean,0,clean,stable,random_direction_008,3731,8697,8697, Blue,conflict,2,1,-1.234375,8697,conflict,-1.234375,False,False,0.0,qwen,2026081310
g000_redundant,0,redundant,stable,random_direction_008,3731,8697,8697, Blue,conflict,2,1,-0.140625,8697,conflict,-0.140625,False,False,0.0,qwen,2026081310
g000_irrelevant,0,irrelevant,stable,random_direction_008,3731,8697,8697, Blue,conflict,2,1,-1.1875,8697,conflict,-1.1875,False,False,0.0,qwen,2026081310
g000_paraphrase,0,paraphrase,stable,random_direction_008,3731,8697,3731, Red,clean,1,2,1.78125,3731,clean,1.78125,False,False,0.0,qwen,2026081310
g000_weak_distractor,0,weak_distractor,competition,random_direction_008,3731,8697,8697, Blue,conflict,2,1,-0.40625,8697,conflict,-0.40625,False,False,0.0,qwen,2026081310
g000_competition_balanced,0,competition_balanced,competition,random_direction_008,3731,8697,8697, Blue,conflict,2,1,-4.078125,8697,conflict,-4.078125,False,False,0.0,qwen,2026081310
g000_direct_conflict,0,direct_conflict,competition,random_direction_008,3731,8697,8697, Blue,conflict,2,1,-3.359375,8697,conflict,-3.359375,False,False,0.0,qwen,2026081310
g000_closure_update,0,closure_update,closure,random_direction_008,3731,8697,8697, Blue,conflict,3,1,-2.0,8697,conflict,-6.03125,False,False,4.03125,qwen,2026081310
g000_closure_override,0,closure_override,closure,random_direction_008,3731,8697,320, (,other,5,6,0.171875,8697,conflict,-6.453125,False,True,6.625,qwen,2026081310
g000_exception_override,0,exception_override,closure,random_direction_008,3731,8697,320, (,other,4,9,1.8515625,8697,conflict,-5.640625,False,True,7.4921875,qwen,2026081310
g004_clean,4,clean,stable,random_direction_008,42540,14997,42540, Copper,clean,1,2,3.28125,42540,clean,3.28125,False,False,0.0,qwen,2026081310
g004_redundant,4,redundant,stable,random_direction_008,42540,14997,42540, Copper,clean,1,2,3.21875,42540,clean,3.21875,False,False,0.0,qwen,2026081310
g004_irrelevant,4,irrelevant,stable,random_direction_008,42540,14997,42540, Copper,clean,1,2,0.1875,42540,clean,0.1875,False,False,0.0,qwen,2026081310
g004_paraphrase,4,paraphrase,stable,random_direction_008,42540,14997,42540, Copper,clean,1,2,4.203125,42540,clean,4.203125,False,False,0.0,qwen,2026081310
g004_weak_distractor,4,weak_distractor,competition,random_direction_008,42540,14997,42540, Copper,clean,1,2,1.078125,42540,clean,1.078125,False,False,0.0,qwen,2026081310
g004_competition_balanced,4,competition_balanced,competition,random_direction_008,42540,14997,14997, Silver,conflict,2,1,-1.28125,14997,conflict,-1.28125,False,False,0.0,qwen,2026081310
g004_direct_conflict,4,direct_conflict,competition,random_direction_008,42540,14997,14997, Silver,conflict,2,1,-1.40625,14997,conflict,-1.40625,False,False,0.0,qwen,2026081310
g004_closure_update,4,closure_update,closure,random_direction_008,42540,14997,42540, Copper,clean,1,2,3.578125,14997,conflict,-2.078125,True,True,5.65625,qwen,2026081310
g004_closure_override,4,closure_override,closure,random_direction_008,42540,14997,320, (,other,5,7,0.53125,14997,conflict,-6.984375,False,True,7.515625,qwen,2026081310
g004_exception_override,4,exception_override,closure,random_direction_008,42540,14997,320, (,other,5,7,0.296875,14997,conflict,-5.671875,False,True,5.96875,qwen,2026081310
g009_clean,9,clean,stable,random_direction_008,6326,4312,4312, West,conflict,2,1,-0.21875,4312,conflict,-0.21875,False,False,0.0,qwen,2026081310
g009_redundant,9,redundant,stable,random_direction_008,6326,4312,6326, East,clean,1,2,2.046875,6326,clean,2.046875,False,False,0.0,qwen,2026081310
g009_irrelevant,9,irrelevant,stable,random_direction_008,6326,4312,6326, East,clean,1,2,1.578125,6326,clean,1.578125,False,False,0.0,qwen,2026081310
g009_paraphrase,9,paraphrase,stable,random_direction_008,6326,4312,6326, East,clean,1,2,1.9375,6326,clean,1.9375,False,False,0.0,qwen,2026081310
g009_weak_distractor,9,weak_distractor,competition,random_direction_008,6326,4312,6326, East,clean,1,2,0.390625,6326,clean,0.390625,False,False,0.0,qwen,2026081310
g009_competition_balanced,9,competition_balanced,competition,random_direction_008,6326,4312,4312, West,conflict,2,1,-0.171875,4312,conflict,-0.171875,False,False,0.0,qwen,2026081310
g009_direct_conflict,9,direct_conflict,competition,random_direction_008,6326,4312,4312, West,conflict,2,1,-3.046875,4312,conflict,-3.046875,False,False,0.0,qwen,2026081310
g009_closure_update,9,closure_update,closure,random_direction_008,6326,4312,320, (,other,31,4,-4.3046875,4312,conflict,-4.140625,False,True,-0.1640625,qwen,2026081310
g009_closure_override,9,closure_override,closure,random_direction_008,6326,4312,320, (,other,27,5,-3.2265625,4312,conflict,-2.953125,False,True,-0.2734375,qwen,2026081310
g009_exception_override,9,exception_override,closure,random_direction_008,6326,4312,320, (,other,18,4,-3.1171875,4312,conflict,-3.21875,False,True,0.1015625,qwen,2026081310
g010_clean,10,clean,stable,random_direction_008,42540,14997,42540, Copper,clean,1,2,2.40625,42540,clean,2.40625,False,False,0.0,qwen,2026081310
g010_redundant,10,redundant,stable,random_direction_008,42540,14997,42540, Copper,clean,1,2,3.046875,42540,clean,3.046875,False,False,0.0,qwen,2026081310
g010_irrelevant,10,irrelevant,stable,random_direction_008,42540,14997,42540, Copper,clean,1,2,0.28125,42540,clean,0.28125,False,False,0.0,qwen,2026081310
g010_paraphrase,10,paraphrase,stable,random_direction_008,42540,14997,42540, Copper,clean,1,2,2.203125,42540,clean,2.203125,False,False,0.0,qwen,2026081310
g010_weak_distractor,10,weak_distractor,competition,random_direction_008,42540,14997,42540, Copper,clean,1,2,0.453125,42540,clean,0.453125,False,False,0.0,qwen,2026081310
g010_competition_balanced,10,competition_balanced,competition,random_direction_008,42540,14997,14997, Silver,conflict,2,1,-1.921875,14997,conflict,-1.921875,False,False,0.0,qwen,2026081310
g010_direct_conflict,10,direct_conflict,competition,random_direction_008,42540,14997,14997, Silver,conflict,2,1,-2.5625,14997,conflict,-2.5625,False,False,0.0,qwen,2026081310
g010_closure_update,10,closure_update,closure,random_direction_008,42540,14997,42540, Copper,clean,1,2,3.6875,14997,conflict,-3.671875,True,True,7.359375,qwen,2026081310
g010_closure_override,10,closure_override,closure,random_direction_008,42540,14997,320, (,other,6,5,-0.203125,14997,conflict,-7.25,False,True,7.046875,qwen,2026081310
g010_exception_override,10,exception_override,closure,random_direction_008,42540,14997,320, (,other,7,6,-0.296875,14997,conflict,-6.484375,False,True,6.1875,qwen,2026081310
g011_clean,11,clean,stable,random_direction_008,7421,16570,7421, Gold,clean,1,2,0.46875,7421,clean,0.46875,False,False,0.0,qwen,2026081310
g011_redundant,11,redundant,stable,random_direction_008,7421,16570,7421, Gold,clean,1,2,2.625,7421,clean,2.625,False,False,0.0,qwen,2026081310
g011_irrelevant,11,irrelevant,stable,random_direction_008,7421,16570,16570, Iron,conflict,2,1,-0.75,16570,conflict,-0.75,False,False,0.0,qwen,2026081310
g011_paraphrase,11,paraphrase,stable,random_direction_008,7421,16570,7421, Gold,clean,1,2,3.671875,7421,clean,3.671875,False,False,0.0,qwen,2026081310
g011_weak_distractor,11,weak_distractor,competition,random_direction_008,7421,16570,16570, Iron,conflict,2,1,-2.65625,16570,conflict,-2.65625,False,False,0.0,qwen,2026081310
