prompt_id,graph_id,condition,mechanism,split
g066_weak_distractor,66,weak_distractor,competition,train
g066_competition_balanced,66,competition_balanced,competition,train
g066_direct_conflict,66,direct_conflict,competition,train
g066_closure_update,66,closure_update,closure,train
g066_closure_override,66,closure_override,closure,train
g066_exception_override,66,exception_override,closure,train
g067_clean,67,clean,stable,test
g067_redundant,67,redundant,stable,test
g067_irrelevant,67,irrelevant,stable,test
g067_paraphrase,67,paraphrase,stable,test
g067_weak_distractor,67,weak_distractor,competition,test
g067_competition_balanced,67,competition_balanced,competition,test
g067_direct_conflict,67,direct_conflict,competition,test
g067_closure_update,67,closure_update,closure,test
g067_closure_override,67,closure_override,closure,test
g067_exception_override,67,exception_override,closure,test
g068_clean,68,clean,stable,test
g068_redundant,68,redundant,stable,test
g068_irrelevant,68,irrelevant,stable,test
g068_paraphrase,68,paraphrase,stable,test
g068_weak_distractor,68,weak_distractor,competition,test
g068_competition_balanced,68,competition_balanced,competition,test
g068_direct_conflict,68,direct_conflict,competition,test
g068_closure_update,68,closure_update,closure,test
g068_closure_override,68,closure_override,closure,test
g068_exception_override,68,exception_override,closure,test
g069_clean,69,clean,stable,test
g069_redundant,69,redundant,stable,test
g069_irrelevant,69,irrelevant,stable,test
g069_paraphrase,69,paraphrase,stable,test
g069_weak_distractor,69,weak_distractor,competition,test
g069_competition_balanced,69,competition_balanced,competition,test
g069_direct_conflict,69,direct_conflict,competition,test
g069_closure_update,69,closure_update,closure,test
g069_closure_override,69,closure_override,closure,test
g069_exception_override,69,exception_override,closure,test
g070_clean,70,clean,stable,train
g070_redundant,70,redundant,stable,train
g070_irrelevant,70,irrelevant,stable,train
g070_paraphrase,70,paraphrase,stable,train
g070_weak_distractor,70,weak_distractor,competition,train
g070_competition_balanced,70,competition_balanced,competition,train
g070_direct_conflict,70,direct_conflict,competition,train
g070_closure_update,70,closure_update,closure,train
g070_closure_override,70,closure_override,closure,train
g070_exception_override,70,exception_override,closure,train
g071_clean,71,clean,stable,train
g071_redundant,71,redundant,stable,train
g071_irrelevant,71,irrelevant,stable,train
g071_paraphrase,71,paraphrase,stable,train
g071_weak_distractor,71,weak_distractor,competition,train
g071_competition_balanced,71,competition_balanced,competition,train
g071_direct_conflict,71,direct_conflict,competition,train
g071_closure_update,71,closure_update,closure,train
g071_closure_override,71,closure_override,closure,train
g071_exception_override,71,exception_override,closure,train
g072_clean,72,clean,stable,train
g072_redundant,72,redundant,stable,train
g072_irrelevant,72,irrelevant,stable,train
g072_paraphrase,72,paraphrase,stable,train
g072_weak_distractor,72,weak_distractor,competition,train
g072_competition_balanced,72,competition_balanced,competition,train
g072_direct_conflict,72,direct_conflict,competition,train
g072_closure_update,72,closure_update,closure,train
g072_closure_override,72,closure_override,closure,train
g072_exception_override,72,exception_override,closure,train
g073_clean,73,clean,stable,test
g073_redundant,73,redundant,stable,test
g073_irrelevant,73,irrelevant,stable,test
g073_paraphrase,73,paraphrase,stable,test
g073_weak_distractor,73,weak_distractor,competition,test
g073_competition_balanced,73,competition_balanced,competition,test
g073_direct_conflict,73,direct_conflict,competition,test
g073_closure_update,73,closure_update,closure,test
g073_closure_override,73,closure_override,closure,test
g073_exception_override,73,exception_override,closure,test
g074_clean,74,clean,stable,train
g074_redundant,74,redundant,stable,train
g074_irrelevant,74,irrelevant,stable,train
g074_paraphrase,74,paraphrase,stable,train
g074_weak_distractor,74,weak_distractor,competition,train
g074_competition_balanced,74,competition_balanced,competition,train
g074_direct_conflict,74,direct_conflict,competition,train
g074_closure_update,74,closure_update,closure,train
g074_closure_override,74,closure_override,closure,train
g074_exception_override,74,exception_override,closure,train
g075_clean,75,clean,stable,train
g075_redundant,75,redundant,stable,train
g075_irrelevant,75,irrelevant,stable,train
g075_paraphrase,75,paraphrase,stable,train
g075_weak_distractor,75,weak_distractor,competition,train
g075_competition_balanced,75,competition_balanced,competition,train
g075_direct_conflict,75,direct_conflict,competition,train
g075_closure_update,75,closure_update,closure,train
g075_closure_override,75,closure_override,closure,train
g075_exception_override,75,exception_override,closure,train
g076_clean,76,clean,stable,train
g076_redundant,76,redundant,stable,train
g076_irrelevant,76,irrelevant,stable,train
g076_paraphrase,76,paraphrase,stable,train
g076_weak_distractor,76,weak_distractor,competition,train
g076_competition_balanced,76,competition_balanced,competition,train
g076_direct_conflict,76,direct_conflict,competition,train
g076_closure_update,76,closure_update,closure,train
g076_closure_override,76,closure_override,closure,train
g076_exception_override,76,exception_override,closure,train
g077_clean,77,clean,stable,test
g077_redundant,77,redundant,stable,test
g077_irrelevant,77,irrelevant,stable,test
g077_paraphrase,77,paraphrase,stable,test
g077_weak_distractor,77,weak_distractor,competition,test
g077_competition_balanced,77,competition_balanced,competition,test
g077_direct_conflict,77,direct_conflict,competition,test
g077_closure_update,77,closure_update,closure,test
g077_closure_override,77,closure_override,closure,test
g077_exception_override,77,exception_override,closure,test
g078_clean,78,clean,stable,train
g078_redundant,78,redundant,stable,train
g078_irrelevant,78,irrelevant,stable,train
g078_paraphrase,78,paraphrase,stable,train
g078_weak_distractor,78,weak_distractor,competition,train
g078_competition_balanced,78,competition_balanced,competition,train
g078_direct_conflict,78,direct_conflict,competition,train
g078_closure_update,78,closure_update,closure,train
g078_closure_override,78,closure_override,closure,train
g078_exception_override,78,exception_override,closure,train
g079_clean,79,clean,stable,test
g079_redundant,79,redundant,stable,test
g079_irrelevant,79,irrelevant,stable,test
g079_paraphrase,79,paraphrase,stable,test
g079_weak_distractor,79,weak_distractor,competition,test
g079_competition_balanced,79,competition_balanced,competition,test
g079_direct_conflict,79,direct_conflict,competition,test
g079_closure_update,79,closure_update,closure,test
g079_closure_override,79,closure_override,closure,test
g079_exception_override,79,exception_override,closure,test
g080_clean,80,clean,stable,test
g080_redundant,80,redundant,stable,test
g080_irrelevant,80,irrelevant,stable,test
g080_paraphrase,80,paraphrase,stable,test
g080_weak_distractor,80,weak_distractor,competition,test
g080_competition_balanced,80,competition_balanced,competition,test
g080_direct_conflict,80,direct_conflict,competition,test
g080_closure_update,80,closure_update,closure,test
g080_closure_override,80,closure_override,closure,test
g080_exception_override,80,exception_override,closure,test
g081_clean,81,clean,stable,train
g081_redundant,81,redundant,stable,train
g081_irrelevant,81,irrelevant,stable,train
g081_paraphrase,81,paraphrase,stable,train
g081_weak_distractor,81,weak_distractor,competition,train
g081_competition_balanced,81,competition_balanced,competition,train
g081_direct_conflict,81,direct_conflict,competition,train
g081_closure_update,81,closure_update,closure,train
g081_closure_override,81,closure_override,closure,train
g081_exception_override,81,exception_override,closure,train
g082_clean,82,clean,stable,train
g082_redundant,82,redundant,stable,train
g082_irrelevant,82,irrelevant,stable,train
g082_paraphrase,82,paraphrase,stable,train
g082_weak_distractor,82,weak_distractor,competition,train
g082_competition_balanced,82,competition_balanced,competition,train
g082_direct_conflict,82,direct_conflict,competition,train
g082_closure_update,82,closure_update,closure,train
g082_closure_override,82,closure_override,closure,train
g082_exception_override,82,exception_override,closure,train
g083_clean,83,clean,stable,train
g083_redundant,83,redundant,stable,train
g083_irrelevant,83,irrelevant,stable,train
g083_paraphrase,83,paraphrase,stable,train
g083_weak_distractor,83,weak_distractor,competition,train
g083_competition_balanced,83,competition_balanced,competition,train
g083_direct_conflict,83,direct_conflict,competition,train
g083_closure_update,83,closure_update,closure,train
g083_closure_override,83,closure_override,closure,train
g083_exception_override,83,exception_override,closure,train
g084_clean,84,clean,stable,train
g084_redundant,84,redundant,stable,train
g084_irrelevant,84,irrelevant,stable,train
g084_paraphrase,84,paraphrase,stable,train
g084_weak_distractor,84,weak_distractor,competition,train
g084_competition_balanced,84,competition_balanced,competition,train
g084_direct_conflict,84,direct_conflict,competition,train
g084_closure_update,84,closure_update,closure,train
g084_closure_override,84,closure_override,closure,train
g084_exception_override,84,exception_override,closure,train
g085_clean,85,clean,stable,test
g085_redundant,85,redundant,stable,test
g085_irrelevant,85,irrelevant,stable,test
g085_paraphrase,85,paraphrase,stable,test
g085_weak_distractor,85,weak_distractor,competition,test
g085_competition_balanced,85,competition_balanced,competition,test
g085_direct_conflict,85,direct_conflict,competition,test
g085_closure_update,85,closure_update,closure,test
g085_closure_override,85,closure_override,closure,test
g085_exception_override,85,exception_override,closure,test
g086_clean,86,clean,stable,train
g086_redundant,86,redundant,stable,train
g086_irrelevant,86,irrelevant,stable,train
g086_paraphrase,86,paraphrase,stable,train
g086_weak_distractor,86,weak_distractor,competition,train
g086_competition_balanced,86,competition_balanced,competition,train
g086_direct_conflict,86,direct_conflict,competition,train
g086_closure_update,86,closure_update,closure,train
g086_closure_override,86,closure_override,closure,train
g086_exception_override,86,exception_override,closure,train
g087_clean,87,clean,stable,train
g087_redundant,87,redundant,stable,train
g087_irrelevant,87,irrelevant,stable,train
g087_paraphrase,87,paraphrase,stable,train
g087_weak_distractor,87,weak_distractor,competition,train
g087_competition_balanced,87,competition_balanced,competition,train
g087_direct_conflict,87,direct_conflict,competition,train
g087_closure_update,87,closure_update,closure,train
g087_closure_override,87,closure_override,closure,train
g087_exception_override,87,exception_override,closure,train
g088_clean,88,clean,stable,test
g088_redundant,88,redundant,stable,test
g088_irrelevant,88,irrelevant,stable,test
g088_paraphrase,88,paraphrase,stable,test
g088_weak_distractor,88,weak_distractor,competition,test
g088_competition_balanced,88,competition_balanced,competition,test
g088_direct_conflict,88,direct_conflict,competition,test
g088_closure_update,88,closure_update,closure,test
g088_closure_override,88,closure_override,closure,test
g088_exception_override,88,exception_override,closure,test
g089_clean,89,clean,stable,train
g089_redundant,89,redundant,stable,train
g089_irrelevant,89,irrelevant,stable,train
g089_paraphrase,89,paraphrase,stable,train
g089_weak_distractor,89,weak_distractor,competition,train
g089_competition_balanced,89,competition_balanced,competition,train
g089_direct_conflict,89,direct_conflict,competition,train
g089_closure_update,89,closure_update,closure,train
g089_closure_override,89,closure_override,closure,train
g089_exception_override,89,exception_override,closure,train
g090_clean,90,clean,stable,train
g090_redundant,90,redundant,stable,train
g090_irrelevant,90,irrelevant,stable,train
g090_paraphrase,90,paraphrase,stable,train
g090_weak_distractor,90,weak_distractor,competition,train
g090_competition_balanced,90,competition_balanced,competition,train
g090_direct_conflict,90,direct_conflict,competition,train
g090_closure_update,90,closure_update,closure,train
g090_closure_override,90,closure_override,closure,train
g090_exception_override,90,exception_override,closure,train
g091_clean,91,clean,stable,train
g091_redundant,91,redundant,stable,train
g091_irrelevant,91,irrelevant,stable,train
g091_paraphrase,91,paraphrase,stable,train
g091_weak_distractor,91,weak_distractor,competition,train
g091_competition_balanced,91,competition_balanced,competition,train
g091_direct_conflict,91,direct_conflict,competition,train
g091_closure_update,91,closure_update,closure,train
g091_closure_override,91,closure_override,closure,train
g091_exception_override,91,exception_override,closure,train
g092_clean,92,clean,stable,train
g092_redundant,92,redundant,stable,train
g092_irrelevant,92,irrelevant,stable,train
g092_paraphrase,92,paraphrase,stable,train
g092_weak_distractor,92,weak_distractor,competition,train
g092_competition_balanced,92,competition_balanced,competition,train
g092_direct_conflict,92,direct_conflict,competition,train
g092_closure_update,92,closure_update,closure,train
g092_closure_override,92,closure_override,closure,train
g092_exception_override,92,exception_override,closure,train
g093_clean,93,clean,stable,train
g093_redundant,93,redundant,stable,train
g093_irrelevant,93,irrelevant,stable,train
g093_paraphrase,93,paraphrase,stable,train
g093_weak_distractor,93,weak_distractor,competition,train
g093_competition_balanced,93,competition_balanced,competition,train
g093_direct_conflict,93,direct_conflict,competition,train
g093_closure_update,93,closure_update,closure,train
g093_closure_override,93,closure_override,closure,train
g093_exception_override,93,exception_override,closure,train
g094_clean,94,clean,stable,test
g094_redundant,94,redundant,stable,test
g094_irrelevant,94,irrelevant,stable,test
g094_paraphrase,94,paraphrase,stable,test
g094_weak_distractor,94,weak_distractor,competition,test
g094_competition_balanced,94,competition_balanced,competition,test
g094_direct_conflict,94,direct_conflict,competition,test
g094_closure_update,94,closure_update,closure,test
g094_closure_override,94,closure_override,closure,test
g094_exception_override,94,exception_override,closure,test
g095_clean,95,clean,stable,train
g095_redundant,95,redundant,stable,train
g095_irrelevant,95,irrelevant,stable,train
g095_paraphrase,95,paraphrase,stable,train
g095_weak_distractor,95,weak_distractor,competition,train
g095_competition_balanced,95,competition_balanced,competition,train
g095_direct_conflict,95,direct_conflict,competition,train
g095_closure_update,95,closure_update,closure,train
g095_closure_override,95,closure_override,closure,train
g095_exception_override,95,exception_override,closure,train
