prompt_id,graph_id,condition,mechanism,control,clean_label,conflict_label,clean_token_id,conflict_token_id,top1_token_id,top1_token,top1_class,clean_rank,conflict_rank,clean_minus_conflict_margin
g088_paraphrase,88,paraphrase,stable,none,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.40625
g088_weak_distractor,88,weak_distractor,competition,none,Copper,Silver,38315,15934,38315, Copper,clean,1,3,2.40625
g088_competition_balanced,88,competition_balanced,competition,none,Copper,Silver,38315,15934,38315, Copper,clean,1,3,2.59375
g088_direct_conflict,88,direct_conflict,competition,none,Copper,Silver,38315,15934,5231, **,other,1,3,1.9921875
g088_closure_update,88,closure_update,closure,none,Copper,Silver,38315,15934,5231, **,other,2,3,2.8046875
g088_closure_override,88,closure_override,closure,none,Copper,Silver,38315,15934,15934, Silver,conflict,3,1,-0.8828125
g088_exception_override,88,exception_override,closure,none,Copper,Silver,38315,15934,5231, **,other,3,2,-1.6953125
g094_clean,94,clean,stable,none,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.9609375
g094_redundant,94,redundant,stable,none,Copper,Silver,38315,15934,5231, **,other,2,3,1.328125
g094_irrelevant,94,irrelevant,stable,none,Copper,Silver,38315,15934,38315, Copper,clean,1,3,2.984375
g094_paraphrase,94,paraphrase,stable,none,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.5
g094_weak_distractor,94,weak_distractor,competition,none,Copper,Silver,38315,15934,5231, **,other,2,3,2.8828125
g094_competition_balanced,94,competition_balanced,competition,none,Copper,Silver,38315,15934,5231, **,other,2,3,2.9296875
g094_direct_conflict,94,direct_conflict,competition,none,Copper,Silver,38315,15934,5231, **,other,2,3,2.5625
g094_closure_update,94,closure_update,closure,none,Copper,Silver,38315,15934,5231, **,other,2,4,3.0703125
g094_closure_override,94,closure_override,closure,none,Copper,Silver,38315,15934,15934, Silver,conflict,3,1,-0.9453125
g094_exception_override,94,exception_override,closure,none,Copper,Silver,38315,15934,5231, **,other,3,2,-1.4140625
