prompt_id,graph_id,condition,mechanism,control,clean_token_id,conflict_token_id,top1_token_id,top1_token,top1_class,clean_rank,conflict_rank,clean_minus_conflict_margin,baseline_top1_class,baseline_top1_token_id,baseline_margin,strict_conflict_to_clean,top1_changed,margin_shift,model
g026_paraphrase,26,paraphrase,stable,policy_boundary_guarded,4612,4316,5231, **,other,6,4,-0.6640625,other,5231,-0.6640625,False,False,0.0,gemma
g026_weak_distractor,26,weak_distractor,competition,policy_boundary_guarded,4612,4316,5231, **,other,2,3,2.03125,other,5231,2.03125,False,False,0.0,gemma
g026_competition_balanced,26,competition_balanced,competition,policy_boundary_guarded,4612,4316,5231, **,other,2,3,0.7578125,other,5231,0.7578125,False,False,0.0,gemma
g026_direct_conflict,26,direct_conflict,competition,policy_boundary_guarded,4612,4316,5231, **,other,2,3,0.0859375,other,5231,0.0859375,False,False,0.0,gemma
g026_closure_update,26,closure_update,closure,policy_boundary_guarded,4612,4316,5231, **,other,3,2,-0.1875,other,5231,-0.1875,False,False,0.0,gemma
g026_closure_override,26,closure_override,closure,policy_boundary_guarded,4612,4316,5231, **,other,2,3,0.3359375,conflict,4316,-2.7578125,False,True,3.09375,gemma
g026_exception_override,26,exception_override,closure,policy_boundary_guarded,4612,4316,5231, **,other,2,3,0.9921875,other,5231,-1.8203125,False,False,2.8125,gemma
g030_clean,30,clean,stable,policy_boundary_guarded,4075,7640,5231, **,other,2,5,2.5,other,5231,2.5,False,False,0.0,gemma
g030_redundant,30,redundant,stable,policy_boundary_guarded,4075,7640,5231, **,other,2,3,2.2265625,other,5231,2.2265625,False,False,0.0,gemma
g030_irrelevant,30,irrelevant,stable,policy_boundary_guarded,4075,7640,5231, **,other,2,6,3.0078125,other,5231,3.0078125,False,False,0.0,gemma
g030_paraphrase,30,paraphrase,stable,policy_boundary_guarded,4075,7640,5231, **,other,2,4,1.4765625,other,5231,1.4765625,False,False,0.0,gemma
g030_weak_distractor,30,weak_distractor,competition,policy_boundary_guarded,4075,7640,5231, **,other,2,3,2.0390625,other,5231,2.0390625,False,False,0.0,gemma
g030_competition_balanced,30,competition_balanced,competition,policy_boundary_guarded,4075,7640,5231, **,other,2,3,1.734375,other,5231,1.734375,False,False,0.0,gemma
g030_direct_conflict,30,direct_conflict,competition,policy_boundary_guarded,4075,7640,5231, **,other,2,3,1.1640625,other,5231,1.1640625,False,False,0.0,gemma
g030_closure_update,30,closure_update,closure,policy_boundary_guarded,4075,7640,5231, **,other,2,3,1.046875,other,5231,1.0390625,False,False,0.0078125,gemma
g030_closure_override,30,closure_override,closure,policy_boundary_guarded,4075,7640,5231, **,other,3,2,-0.6015625,conflict,7640,-2.5,False,True,1.8984375,gemma
g030_exception_override,30,exception_override,closure,policy_boundary_guarded,4075,7640,5231, **,other,2,3,0.03125,other,5231,-2.4140625,False,False,2.4453125,gemma
g031_clean,31,clean,stable,policy_boundary_guarded,6724,21730,5231, **,other,1,4,3.1640625,other,5231,3.1640625,False,False,0.0,gemma
g031_redundant,31,redundant,stable,policy_boundary_guarded,6724,21730,5231, **,other,2,3,2.6015625,other,5231,2.6015625,False,False,0.0,gemma
g031_irrelevant,31,irrelevant,stable,policy_boundary_guarded,6724,21730,6724, Green,clean,1,6,3.7265625,clean,6724,3.7265625,False,False,0.0,gemma
g031_paraphrase,31,paraphrase,stable,policy_boundary_guarded,6724,21730,5231, **,other,2,3,2.0625,other,5231,2.0625,False,False,0.0,gemma
g031_weak_distractor,31,weak_distractor,competition,policy_boundary_guarded,6724,21730,5231, **,other,2,5,3.4453125,other,5231,3.4453125,False,False,0.0,gemma
g031_competition_balanced,31,competition_balanced,competition,policy_boundary_guarded,6724,21730,5231, **,other,2,4,2.953125,other,5231,2.953125,False,False,0.0,gemma
g031_direct_conflict,31,direct_conflict,competition,policy_boundary_guarded,6724,21730,5231, **,other,2,3,2.6796875,other,5231,2.6796875,False,False,0.0,gemma
g031_closure_update,31,closure_update,closure,policy_boundary_guarded,6724,21730,5231, **,other,2,3,2.234375,other,5231,2.203125,False,False,0.03125,gemma
g031_closure_override,31,closure_override,closure,policy_boundary_guarded,6724,21730,6724, Green,clean,1,3,0.90625,other,5231,-1.453125,False,True,2.359375,gemma
g031_exception_override,31,exception_override,closure,policy_boundary_guarded,6724,21730,5231, **,other,2,3,1.0390625,other,5231,-2.328125,False,False,3.3671875,gemma
g033_clean,33,clean,stable,policy_boundary_guarded,5571,4589,5571, East,clean,1,3,1.859375,clean,5571,1.859375,False,False,0.0,gemma
g033_redundant,33,redundant,stable,policy_boundary_guarded,5571,4589,5231, **,other,2,3,1.6875,other,5231,1.6875,False,False,0.0,gemma
g033_irrelevant,33,irrelevant,stable,policy_boundary_guarded,5571,4589,5571, East,clean,1,3,2.703125,clean,5571,2.703125,False,False,0.0,gemma
g033_paraphrase,33,paraphrase,stable,policy_boundary_guarded,5571,4589,5231, **,other,2,3,0.828125,other,5231,0.828125,False,False,0.0,gemma
g033_weak_distractor,33,weak_distractor,competition,policy_boundary_guarded,5571,4589,5231, **,other,2,3,2.890625,other,5231,2.890625,False,False,0.0,gemma
g033_competition_balanced,33,competition_balanced,competition,policy_boundary_guarded,5571,4589,5231, **,other,2,3,1.9453125,other,5231,1.9453125,False,False,0.0,gemma
g033_direct_conflict,33,direct_conflict,competition,policy_boundary_guarded,5571,4589,5231, **,other,2,3,1.65625,other,5231,1.65625,False,False,0.0,gemma
g033_closure_update,33,closure_update,closure,policy_boundary_guarded,5571,4589,5571, East,clean,1,3,2.734375,clean,5571,2.734375,False,False,0.0,gemma
g033_closure_override,33,closure_override,closure,policy_boundary_guarded,5571,4589,5571, East,clean,1,3,0.6953125,other,5231,-1.15625,False,True,1.8515625,gemma
g033_exception_override,33,exception_override,closure,policy_boundary_guarded,5571,4589,5231, **,other,2,3,0.6640625,other,5231,-0.3125,False,False,0.9765625,gemma
g039_clean,39,clean,stable,policy_boundary_guarded,5571,4589,5231, **,other,2,3,1.2734375,other,5231,1.2734375,False,False,0.0,gemma
g039_redundant,39,redundant,stable,policy_boundary_guarded,5571,4589,5231, **,other,2,3,1.3359375,other,5231,1.3359375,False,False,0.0,gemma
g039_irrelevant,39,irrelevant,stable,policy_boundary_guarded,5571,4589,5571, East,clean,1,3,2.6171875,clean,5571,2.6171875,False,False,0.0,gemma
g039_paraphrase,39,paraphrase,stable,policy_boundary_guarded,5571,4589,5231, **,other,2,3,0.71875,other,5231,0.71875,False,False,0.0,gemma
g039_weak_distractor,39,weak_distractor,competition,policy_boundary_guarded,5571,4589,5571, East,clean,1,3,3.15625,clean,5571,3.15625,False,False,0.0,gemma
g039_competition_balanced,39,competition_balanced,competition,policy_boundary_guarded,5571,4589,5231, **,other,1,3,2.171875,other,5231,2.171875,False,False,0.0,gemma
g039_direct_conflict,39,direct_conflict,competition,policy_boundary_guarded,5571,4589,5231, **,other,2,3,1.671875,other,5231,1.671875,False,False,0.0,gemma
g039_closure_update,39,closure_update,closure,policy_boundary_guarded,5571,4589,5231, **,other,2,3,2.1875,other,5231,2.1875,False,False,0.0,gemma
g039_closure_override,39,closure_override,closure,policy_boundary_guarded,5571,4589,5231, **,other,2,3,0.5,conflict,4589,-1.6328125,False,True,2.1328125,gemma
g039_exception_override,39,exception_override,closure,policy_boundary_guarded,5571,4589,5231, **,other,3,2,-0.03125,other,5231,-1.1015625,False,False,1.0703125,gemma
g040_clean,40,clean,stable,policy_boundary_guarded,38315,15934,38315, Copper,clean,1,3,1.921875,clean,38315,1.921875,False,False,0.0,gemma
g040_redundant,40,redundant,stable,policy_boundary_guarded,38315,15934,5231, **,other,2,3,0.90625,other,5231,0.90625,False,False,0.0,gemma
g040_irrelevant,40,irrelevant,stable,policy_boundary_guarded,38315,15934,38315, Copper,clean,1,3,2.671875,clean,38315,2.671875,False,False,0.0,gemma
g040_paraphrase,40,paraphrase,stable,policy_boundary_guarded,38315,15934,5231, **,other,2,3,1.8359375,other,5231,1.8359375,False,False,0.0,gemma
g040_weak_distractor,40,weak_distractor,competition,policy_boundary_guarded,38315,15934,5231, **,other,2,3,2.734375,other,5231,2.734375,False,False,0.0,gemma
g040_competition_balanced,40,competition_balanced,competition,policy_boundary_guarded,38315,15934,38315, Copper,clean,1,3,3.640625,clean,38315,3.640625,False,False,0.0,gemma
g040_direct_conflict,40,direct_conflict,competition,policy_boundary_guarded,38315,15934,5231, **,other,2,3,1.65625,other,5231,1.65625,False,False,0.0,gemma
g040_closure_update,40,closure_update,closure,policy_boundary_guarded,38315,15934,5231, **,other,2,3,2.015625,other,5231,2.015625,False,False,0.0,gemma
g040_closure_override,40,closure_override,closure,policy_boundary_guarded,38315,15934,38315, Copper,clean,1,3,1.65625,conflict,15934,-1.375,True,True,3.03125,gemma
g040_exception_override,40,exception_override,closure,policy_boundary_guarded,38315,15934,38315, Copper,clean,1,5,3.125,other,5231,-0.5703125,False,True,3.6953125,gemma
g042_clean,42,clean,stable,policy_boundary_guarded,4075,7640,5231, **,other,2,3,2.5390625,other,5231,2.5390625,False,False,0.0,gemma
g042_redundant,42,redundant,stable,policy_boundary_guarded,4075,7640,5231, **,other,2,4,2.4140625,other,5231,2.4140625,False,False,0.0,gemma
g042_irrelevant,42,irrelevant,stable,policy_boundary_guarded,4075,7640,5231, **,other,2,6,3.0546875,other,5231,3.0546875,False,False,0.0,gemma
g042_paraphrase,42,paraphrase,stable,policy_boundary_guarded,4075,7640,5231, **,other,2,4,1.7109375,other,5231,1.7109375,False,False,0.0,gemma
g042_weak_distractor,42,weak_distractor,competition,policy_boundary_guarded,4075,7640,5231, **,other,2,3,2.2734375,other,5231,2.2734375,False,False,0.0,gemma
g042_competition_balanced,42,competition_balanced,competition,policy_boundary_guarded,4075,7640,5231, **,other,2,3,1.9765625,other,5231,1.9765625,False,False,0.0,gemma
g042_direct_conflict,42,direct_conflict,competition,policy_boundary_guarded,4075,7640,5231, **,other,2,3,1.3671875,other,5231,1.3671875,False,False,0.0,gemma
g042_closure_update,42,closure_update,closure,policy_boundary_guarded,4075,7640,5231, **,other,2,3,1.1640625,other,5231,1.1640625,False,False,0.0,gemma
g042_closure_override,42,closure_override,closure,policy_boundary_guarded,4075,7640,5231, **,other,3,2,-0.390625,conflict,7640,-2.375,False,True,1.984375,gemma
g042_exception_override,42,exception_override,closure,policy_boundary_guarded,4075,7640,5231, **,other,3,2,-0.015625,other,5231,-2.453125,False,False,2.4375,gemma
g045_clean,45,clean,stable,policy_boundary_guarded,5571,4589,5231, **,other,2,3,2.1328125,other,5231,2.1328125,False,False,0.0,gemma
g045_redundant,45,redundant,stable,policy_boundary_guarded,5571,4589,5231, **,other,2,3,2.109375,other,5231,2.109375,False,False,0.0,gemma
g045_irrelevant,45,irrelevant,stable,policy_boundary_guarded,5571,4589,5571, East,clean,1,3,2.9296875,clean,5571,2.9296875,False,False,0.0,gemma
g045_paraphrase,45,paraphrase,stable,policy_boundary_guarded,5571,4589,5231, **,other,2,3,0.9453125,other,5231,0.9453125,False,False,0.0,gemma
g045_weak_distractor,45,weak_distractor,competition,policy_boundary_guarded,5571,4589,5571, East,clean,1,3,3.421875,clean,5571,3.421875,False,False,0.0,gemma
g045_competition_balanced,45,competition_balanced,competition,policy_boundary_guarded,5571,4589,5571, East,clean,1,3,2.6015625,clean,5571,2.6015625,False,False,0.0,gemma
g045_direct_conflict,45,direct_conflict,competition,policy_boundary_guarded,5571,4589,5231, **,other,2,3,2.421875,other,5231,2.421875,False,False,0.0,gemma
g045_closure_update,45,closure_update,closure,policy_boundary_guarded,5571,4589,5231, **,other,2,4,2.9375,other,5231,2.9375,False,False,0.0,gemma
g045_closure_override,45,closure_override,closure,policy_boundary_guarded,5571,4589,5231, **,other,2,3,0.390625,other,5231,-0.703125,False,False,1.09375,gemma
g045_exception_override,45,exception_override,closure,policy_boundary_guarded,5571,4589,5231, **,other,2,3,1.046875,other,5231,-0.0859375,False,False,1.1328125,gemma
g053_clean,53,clean,stable,policy_boundary_guarded,6863,17186,5231, **,other,2,3,1.671875,other,5231,1.671875,False,False,0.0,gemma
g053_redundant,53,redundant,stable,policy_boundary_guarded,6863,17186,5231, **,other,2,3,1.421875,other,5231,1.421875,False,False,0.0,gemma
g053_irrelevant,53,irrelevant,stable,policy_boundary_guarded,6863,17186,5231, **,other,2,4,2.546875,other,5231,2.546875,False,False,0.0,gemma
g053_paraphrase,53,paraphrase,stable,policy_boundary_guarded,6863,17186,6863, Gold,clean,1,4,3.0,clean,6863,3.0,False,False,0.0,gemma
g053_weak_distractor,53,weak_distractor,competition,policy_boundary_guarded,6863,17186,5231, **,other,2,3,2.453125,other,5231,2.453125,False,False,0.0,gemma
g053_competition_balanced,53,competition_balanced,competition,policy_boundary_guarded,6863,17186,5231, **,other,2,3,1.46875,other,5231,1.46875,False,False,0.0,gemma
g053_direct_conflict,53,direct_conflict,competition,policy_boundary_guarded,6863,17186,5231, **,other,2,3,0.7578125,other,5231,0.7578125,False,False,0.0,gemma
g053_closure_update,53,closure_update,closure,policy_boundary_guarded,6863,17186,5231, **,other,2,3,1.734375,other,5231,1.734375,False,False,0.0,gemma
g053_closure_override,53,closure_override,closure,policy_boundary_guarded,6863,17186,6863, Gold,clean,1,3,1.7421875,other,5231,-0.8046875,False,True,2.546875,gemma
g053_exception_override,53,exception_override,closure,policy_boundary_guarded,6863,17186,5231, **,other,2,4,1.2890625,other,5231,-0.8125,False,False,2.1015625,gemma
g064_clean,64,clean,stable,policy_boundary_guarded,38315,15934,5231, **,other,2,3,1.984375,other,5231,1.984375,False,False,0.0,gemma
g064_redundant,64,redundant,stable,policy_boundary_guarded,38315,15934,5231, **,other,2,3,0.9296875,other,5231,0.9296875,False,False,0.0,gemma
g064_irrelevant,64,irrelevant,stable,policy_boundary_guarded,38315,15934,38315, Copper,clean,1,3,2.078125,clean,38315,2.078125,False,False,0.0,gemma
g064_paraphrase,64,paraphrase,stable,policy_boundary_guarded,38315,15934,38315, Copper,clean,1,3,1.3203125,clean,38315,1.3203125,False,False,0.0,gemma
g064_weak_distractor,64,weak_distractor,competition,policy_boundary_guarded,38315,15934,5231, **,other,2,3,1.7421875,other,5231,1.7421875,False,False,0.0,gemma
g064_competition_balanced,64,competition_balanced,competition,policy_boundary_guarded,38315,15934,5231, **,other,2,3,2.3203125,other,5231,2.3203125,False,False,0.0,gemma
g064_direct_conflict,64,direct_conflict,competition,policy_boundary_guarded,38315,15934,5231, **,other,2,3,1.25,other,5231,1.25,False,False,0.0,gemma
g064_closure_update,64,closure_update,closure,policy_boundary_guarded,38315,15934,5231, **,other,2,3,1.625,other,5231,1.625,False,False,0.0,gemma
g064_closure_override,64,closure_override,closure,policy_boundary_guarded,38315,15934,38315, Copper,clean,1,3,1.6875,conflict,15934,-0.7109375,True,True,2.3984375,gemma
g064_exception_override,64,exception_override,closure,policy_boundary_guarded,38315,15934,38315, Copper,clean,1,3,2.3828125,other,5231,-1.3125,False,True,3.6953125,gemma
g067_clean,67,clean,stable,policy_boundary_guarded,6724,21730,5231, **,other,2,4,3.015625,other,5231,3.015625,False,False,0.0,gemma
g067_redundant,67,redundant,stable,policy_boundary_guarded,6724,21730,5231, **,other,2,3,2.6484375,other,5231,2.6484375,False,False,0.0,gemma
g067_irrelevant,67,irrelevant,stable,policy_boundary_guarded,6724,21730,5231, **,other,2,6,3.90625,other,5231,3.90625,False,False,0.0,gemma
g067_paraphrase,67,paraphrase,stable,policy_boundary_guarded,6724,21730,5231, **,other,2,3,1.7109375,other,5231,1.7109375,False,False,0.0,gemma
g067_weak_distractor,67,weak_distractor,competition,policy_boundary_guarded,6724,21730,5231, **,other,2,7,4.0390625,other,5231,4.0390625,False,False,0.0,gemma
g067_competition_balanced,67,competition_balanced,competition,policy_boundary_guarded,6724,21730,5231, **,other,2,6,3.7578125,other,5231,3.7578125,False,False,0.0,gemma
g067_direct_conflict,67,direct_conflict,competition,policy_boundary_guarded,6724,21730,5231, **,other,2,4,3.125,other,5231,3.125,False,False,0.0,gemma
g067_closure_update,67,closure_update,closure,policy_boundary_guarded,6724,21730,5231, **,other,2,3,2.171875,other,5231,1.6796875,False,False,0.4921875,gemma
g067_closure_override,67,closure_override,closure,policy_boundary_guarded,6724,21730,6724, Green,clean,1,3,0.859375,other,5231,-1.6953125,False,True,2.5546875,gemma
g067_exception_override,67,exception_override,closure,policy_boundary_guarded,6724,21730,5231, **,other,2,3,1.1875,other,5231,-2.4609375,False,False,3.6484375,gemma
g068_clean,68,clean,stable,policy_boundary_guarded,4612,4316,5231, **,other,2,3,1.7265625,other,5231,1.7265625,False,False,0.0,gemma
g068_redundant,68,redundant,stable,policy_boundary_guarded,4612,4316,5231, **,other,2,3,2.0859375,other,5231,2.0859375,False,False,0.0,gemma
g068_irrelevant,68,irrelevant,stable,policy_boundary_guarded,4612,4316,4612, North,clean,1,4,3.1875,clean,4612,3.1875,False,False,0.0,gemma
g068_paraphrase,68,paraphrase,stable,policy_boundary_guarded,4612,4316,5231, **,other,2,3,0.046875,other,5231,0.046875,False,False,0.0,gemma
g068_weak_distractor,68,weak_distractor,competition,policy_boundary_guarded,4612,4316,4612, North,clean,1,3,3.2265625,clean,4612,3.2265625,False,False,0.0,gemma
g068_competition_balanced,68,competition_balanced,competition,policy_boundary_guarded,4612,4316,5231, **,other,2,3,2.03125,other,5231,2.03125,False,False,0.0,gemma
g068_direct_conflict,68,direct_conflict,competition,policy_boundary_guarded,4612,4316,5231, **,other,2,3,1.4921875,other,5231,1.4921875,False,False,0.0,gemma
g068_closure_update,68,closure_update,closure,policy_boundary_guarded,4612,4316,5231, **,other,2,3,0.8203125,other,5231,0.8203125,False,False,0.0,gemma
g068_closure_override,68,closure_override,closure,policy_boundary_guarded,4612,4316,4612, North,clean,1,3,1.328125,conflict,4316,-2.0625,True,True,3.390625,gemma
g068_exception_override,68,exception_override,closure,policy_boundary_guarded,4612,4316,4612, North,clean,1,3,1.7578125,other,5231,-1.6484375,False,True,3.40625,gemma
g069_clean,69,clean,stable,policy_boundary_guarded,5571,4589,5231, **,other,2,3,2.140625,other,5231,2.140625,False,False,0.0,gemma
g069_redundant,69,redundant,stable,policy_boundary_guarded,5571,4589,5231, **,other,2,3,2.2109375,other,5231,2.2109375,False,False,0.0,gemma
g069_irrelevant,69,irrelevant,stable,policy_boundary_guarded,5571,4589,5571, East,clean,1,4,3.8046875,clean,5571,3.8046875,False,False,0.0,gemma
g069_paraphrase,69,paraphrase,stable,policy_boundary_guarded,5571,4589,5231, **,other,2,4,1.5,other,5231,1.5,False,False,0.0,gemma
g069_weak_distractor,69,weak_distractor,competition,policy_boundary_guarded,5571,4589,5231, **,other,2,5,3.6953125,other,5231,3.6953125,False,False,0.0,gemma
g069_competition_balanced,69,competition_balanced,competition,policy_boundary_guarded,5571,4589,5571, East,clean,1,3,2.8203125,clean,5571,2.8203125,False,False,0.0,gemma
g069_direct_conflict,69,direct_conflict,competition,policy_boundary_guarded,5571,4589,5231, **,other,2,3,2.25,other,5231,2.25,False,False,0.0,gemma
g069_closure_update,69,closure_update,closure,policy_boundary_guarded,5571,4589,5231, **,other,2,4,2.7109375,other,5231,2.7109375,False,False,0.0,gemma
g069_closure_override,69,closure_override,closure,policy_boundary_guarded,5571,4589,5231, **,other,2,3,0.3125,other,5231,-0.703125,False,False,1.015625,gemma
g069_exception_override,69,exception_override,closure,policy_boundary_guarded,5571,4589,5231, **,other,2,3,0.5625,other,5231,-0.578125,False,False,1.140625,gemma
g073_clean,73,clean,stable,policy_boundary_guarded,6724,21730,5231, **,other,2,6,2.90625,other,5231,2.90625,False,False,0.0,gemma
g073_redundant,73,redundant,stable,policy_boundary_guarded,6724,21730,5231, **,other,2,5,2.8828125,other,5231,2.8828125,False,False,0.0,gemma
g073_irrelevant,73,irrelevant,stable,policy_boundary_guarded,6724,21730,5231, **,other,2,7,3.3515625,other,5231,3.3515625,False,False,0.0,gemma
g073_paraphrase,73,paraphrase,stable,policy_boundary_guarded,6724,21730,5231, **,other,2,5,1.8359375,other,5231,1.8359375,False,False,0.0,gemma
g073_weak_distractor,73,weak_distractor,competition,policy_boundary_guarded,6724,21730,5231, **,other,2,7,3.0625,other,5231,3.0625,False,False,0.0,gemma
g073_competition_balanced,73,competition_balanced,competition,policy_boundary_guarded,6724,21730,5231, **,other,2,3,1.796875,other,5231,1.796875,False,False,0.0,gemma
g073_direct_conflict,73,direct_conflict,competition,policy_boundary_guarded,6724,21730,5231, **,other,2,3,1.390625,other,5231,1.390625,False,False,0.0,gemma
g073_closure_update,73,closure_update,closure,policy_boundary_guarded,6724,21730,5231, **,other,2,3,1.4765625,other,5231,1.6015625,False,False,-0.125,gemma
g073_closure_override,73,closure_override,closure,policy_boundary_guarded,6724,21730,5231, **,other,2,3,0.203125,other,5231,-2.3828125,False,False,2.5859375,gemma
g073_exception_override,73,exception_override,closure,policy_boundary_guarded,6724,21730,5231, **,other,2,3,0.3828125,other,5231,-2.6796875,False,False,3.0625,gemma
g077_clean,77,clean,stable,policy_boundary_guarded,6863,17186,5231, **,other,2,4,1.8828125,other,5231,1.8828125,False,False,0.0,gemma
g077_redundant,77,redundant,stable,policy_boundary_guarded,6863,17186,5231, **,other,2,3,2.1796875,other,5231,2.1796875,False,False,0.0,gemma
g077_irrelevant,77,irrelevant,stable,policy_boundary_guarded,6863,17186,5231, **,other,2,6,3.5078125,other,5231,3.5078125,False,False,0.0,gemma
g077_paraphrase,77,paraphrase,stable,policy_boundary_guarded,6863,17186,6863, Gold,clean,1,8,3.65625,clean,6863,3.65625,False,False,0.0,gemma
g077_weak_distractor,77,weak_distractor,competition,policy_boundary_guarded,6863,17186,5231, **,other,2,6,3.0546875,other,5231,3.0546875,False,False,0.0,gemma
g077_competition_balanced,77,competition_balanced,competition,policy_boundary_guarded,6863,17186,5231, **,other,2,3,1.7421875,other,5231,1.7421875,False,False,0.0,gemma
g077_direct_conflict,77,direct_conflict,competition,policy_boundary_guarded,6863,17186,5231, **,other,2,3,1.609375,other,5231,1.609375,False,False,0.0,gemma
g077_closure_update,77,closure_update,closure,policy_boundary_guarded,6863,17186,5231, **,other,2,3,2.1015625,other,5231,2.1015625,False,False,0.0,gemma
g077_closure_override,77,closure_override,closure,policy_boundary_guarded,6863,17186,5231, **,other,2,3,0.4140625,other,5231,-0.8828125,False,False,1.296875,gemma
g077_exception_override,77,exception_override,closure,policy_boundary_guarded,6863,17186,5231, **,other,2,3,0.109375,other,5231,-1.3984375,False,False,1.5078125,gemma
g079_clean,79,clean,stable,policy_boundary_guarded,6724,21730,5231, **,other,2,3,1.984375,other,5231,1.984375,False,False,0.0,gemma
g079_redundant,79,redundant,stable,policy_boundary_guarded,6724,21730,5231, **,other,2,3,1.3828125,other,5231,1.3828125,False,False,0.0,gemma
g079_irrelevant,79,irrelevant,stable,policy_boundary_guarded,6724,21730,5231, **,other,2,3,2.1484375,other,5231,2.1484375,False,False,0.0,gemma
g079_paraphrase,79,paraphrase,stable,policy_boundary_guarded,6724,21730,5231, **,other,2,3,1.328125,other,5231,1.328125,False,False,0.0,gemma
g079_weak_distractor,79,weak_distractor,competition,policy_boundary_guarded,6724,21730,5231, **,other,2,5,2.5,other,5231,2.5,False,False,0.0,gemma
g079_competition_balanced,79,competition_balanced,competition,policy_boundary_guarded,6724,21730,5231, **,other,2,3,1.8828125,other,5231,1.8828125,False,False,0.0,gemma
g079_direct_conflict,79,direct_conflict,competition,policy_boundary_guarded,6724,21730,5231, **,other,2,3,0.8671875,other,5231,0.8671875,False,False,0.0,gemma
g079_closure_update,79,closure_update,closure,policy_boundary_guarded,6724,21730,5231, **,other,2,3,1.296875,other,5231,1.4140625,False,False,-0.1171875,gemma
g079_closure_override,79,closure_override,closure,policy_boundary_guarded,6724,21730,5231, **,other,2,3,0.0234375,conflict,21730,-2.0546875,False,True,2.078125,gemma
g079_exception_override,79,exception_override,closure,policy_boundary_guarded,6724,21730,5231, **,other,2,3,0.421875,other,5231,-2.8125,False,False,3.234375,gemma
g080_clean,80,clean,stable,policy_boundary_guarded,4612,4316,5231, **,other,2,3,1.5390625,other,5231,1.5390625,False,False,0.0,gemma
g080_redundant,80,redundant,stable,policy_boundary_guarded,4612,4316,5231, **,other,2,3,1.609375,other,5231,1.609375,False,False,0.0,gemma
g080_irrelevant,80,irrelevant,stable,policy_boundary_guarded,4612,4316,4612, North,clean,1,3,2.5625,clean,4612,2.5625,False,False,0.0,gemma
g080_paraphrase,80,paraphrase,stable,policy_boundary_guarded,4612,4316,5231, **,other,4,2,-0.359375,other,5231,-0.359375,False,False,0.0,gemma
g080_weak_distractor,80,weak_distractor,competition,policy_boundary_guarded,4612,4316,5231, **,other,2,5,3.2734375,other,5231,3.2734375,False,False,0.0,gemma
g080_competition_balanced,80,competition_balanced,competition,policy_boundary_guarded,4612,4316,5231, **,other,2,3,1.4765625,other,5231,1.4765625,False,False,0.0,gemma
g080_direct_conflict,80,direct_conflict,competition,policy_boundary_guarded,4612,4316,5231, **,other,2,3,0.140625,other,5231,0.140625,False,False,0.0,gemma
g080_closure_update,80,closure_update,closure,policy_boundary_guarded,4612,4316,5231, **,other,2,3,0.203125,other,5231,0.203125,False,False,0.0,gemma
g080_closure_override,80,closure_override,closure,policy_boundary_guarded,4612,4316,4612, North,clean,1,3,0.9453125,conflict,4316,-2.359375,True,True,3.3046875,gemma
g080_exception_override,80,exception_override,closure,policy_boundary_guarded,4612,4316,4612, North,clean,1,3,1.4921875,conflict,4316,-1.65625,True,True,3.1484375,gemma
g085_clean,85,clean,stable,policy_boundary_guarded,6724,21730,5231, **,other,2,4,2.6328125,other,5231,2.6328125,False,False,0.0,gemma
g085_redundant,85,redundant,stable,policy_boundary_guarded,6724,21730,5231, **,other,2,3,2.515625,other,5231,2.515625,False,False,0.0,gemma
g085_irrelevant,85,irrelevant,stable,policy_boundary_guarded,6724,21730,5231, **,other,2,6,3.328125,other,5231,3.328125,False,False,0.0,gemma
g085_paraphrase,85,paraphrase,stable,policy_boundary_guarded,6724,21730,6724, Green,clean,1,3,1.3828125,clean,6724,1.3828125,False,False,0.0,gemma
g085_weak_distractor,85,weak_distractor,competition,policy_boundary_guarded,6724,21730,5231, **,other,2,4,2.8203125,other,5231,2.8203125,False,False,0.0,gemma
g085_competition_balanced,85,competition_balanced,competition,policy_boundary_guarded,6724,21730,5231, **,other,2,3,1.3125,other,5231,1.3125,False,False,0.0,gemma
g085_direct_conflict,85,direct_conflict,competition,policy_boundary_guarded,6724,21730,5231, **,other,2,3,1.8984375,other,5231,0.46875,False,False,1.4296875,gemma
g085_closure_update,85,closure_update,closure,policy_boundary_guarded,6724,21730,5231, **,other,2,3,1.7421875,other,5231,1.40625,False,False,0.3359375,gemma
g085_closure_override,85,closure_override,closure,policy_boundary_guarded,6724,21730,6724, Green,clean,1,3,0.84375,conflict,21730,-2.625,True,True,3.46875,gemma
g085_exception_override,85,exception_override,closure,policy_boundary_guarded,6724,21730,5231, **,other,2,3,0.421875,other,5231,-3.203125,False,False,3.625,gemma
g088_clean,88,clean,stable,policy_boundary_guarded,38315,15934,5231, **,other,1,3,1.6171875,other,5231,1.6171875,False,False,0.0,gemma
g088_redundant,88,redundant,stable,policy_boundary_guarded,38315,15934,5231, **,other,2,3,1.1328125,other,5231,1.1328125,False,False,0.0,gemma
g088_irrelevant,88,irrelevant,stable,policy_boundary_guarded,38315,15934,38315, Copper,clean,1,3,3.1796875,clean,38315,3.1796875,False,False,0.0,gemma
g088_paraphrase,88,paraphrase,stable,policy_boundary_guarded,38315,15934,38315, Copper,clean,1,3,1.40625,clean,38315,1.40625,False,False,0.0,gemma
g088_weak_distractor,88,weak_distractor,competition,policy_boundary_guarded,38315,15934,38315, Copper,clean,1,3,2.40625,clean,38315,2.40625,False,False,0.0,gemma
