prompt_id,graph_id,condition,mechanism,control,clean_label,conflict_label,clean_token_id,conflict_token_id,top1_token_id,top1_token,top1_class,clean_rank,conflict_rank,clean_minus_conflict_margin,null_id,null_seed,strict_conflict_to_clean
g011_closure_update,11,closure_update,closure,shuffle_matched_013,Gold,Iron,6863,17186,5231, **,other,2,3,2.1328125,13,3055,False
g011_closure_override,11,closure_override,closure,shuffle_matched_013,Gold,Iron,6863,17186,5231, **,other,2,3,0.21875,13,3055,False
g011_exception_override,11,exception_override,closure,shuffle_matched_013,Gold,Iron,6863,17186,5231, **,other,3,2,-1.1484375,13,3055,False
g012_closure_update,12,closure_update,closure,shuffle_matched_013,Red,Blue,4075,7640,5231, **,other,2,3,1.0703125,13,3055,False
g012_closure_override,12,closure_override,closure,shuffle_matched_013,Red,Blue,4075,7640,5231, **,other,3,2,-0.828125,13,3055,False
g012_exception_override,12,exception_override,closure,shuffle_matched_013,Red,Blue,4075,7640,5231, **,other,3,2,-0.9609375,13,3055,False
g015_closure_update,15,closure_update,closure,shuffle_matched_013,East,West,5571,4589,5231, **,other,2,3,1.2265625,13,3055,False
g015_closure_override,15,closure_override,closure,shuffle_matched_013,East,West,5571,4589,5231, **,other,3,2,-1.1953125,13,3055,False
g015_exception_override,15,exception_override,closure,shuffle_matched_013,East,West,5571,4589,5231, **,other,3,2,-1.3359375,13,3055,False
g018_closure_update,18,closure_update,closure,shuffle_matched_013,Red,Blue,4075,7640,5231, **,other,2,3,0.84375,13,3055,False
g018_closure_override,18,closure_override,closure,shuffle_matched_013,Red,Blue,4075,7640,7640, Blue,conflict,3,1,-0.9765625,13,3055,False
g018_exception_override,18,exception_override,closure,shuffle_matched_013,Red,Blue,4075,7640,5231, **,other,3,2,-0.5,13,3055,False
g022_closure_update,22,closure_update,closure,shuffle_matched_013,Copper,Silver,38315,15934,5231, **,other,2,3,2.0234375,13,3055,False
g022_closure_override,22,closure_override,closure,shuffle_matched_013,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.3671875,13,3055,True
g022_exception_override,22,exception_override,closure,shuffle_matched_013,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.5625,13,3055,False
g026_closure_update,26,closure_update,closure,shuffle_matched_013,North,South,4612,4316,5231, **,other,3,2,-0.1796875,13,3055,False
g026_closure_override,26,closure_override,closure,shuffle_matched_013,North,South,4612,4316,5231, **,other,2,3,0.359375,13,3055,False
g026_exception_override,26,exception_override,closure,shuffle_matched_013,North,South,4612,4316,5231, **,other,2,3,0.609375,13,3055,False
g030_closure_update,30,closure_update,closure,shuffle_matched_013,Red,Blue,4075,7640,5231, **,other,2,3,1.0390625,13,3055,False
g030_closure_override,30,closure_override,closure,shuffle_matched_013,Red,Blue,4075,7640,5231, **,other,3,2,-0.609375,13,3055,False
g030_exception_override,30,exception_override,closure,shuffle_matched_013,Red,Blue,4075,7640,5231, **,other,2,3,0.1328125,13,3055,False
g031_closure_update,31,closure_update,closure,shuffle_matched_013,Green,Yellow,6724,21730,5231, **,other,2,3,2.171875,13,3055,False
g031_closure_override,31,closure_override,closure,shuffle_matched_013,Green,Yellow,6724,21730,6724, Green,clean,1,3,0.65625,13,3055,False
g031_exception_override,31,exception_override,closure,shuffle_matched_013,Green,Yellow,6724,21730,5231, **,other,2,3,0.1640625,13,3055,False
g033_closure_update,33,closure_update,closure,shuffle_matched_013,East,West,5571,4589,5571, East,clean,1,3,2.75,13,3055,False
g033_closure_override,33,closure_override,closure,shuffle_matched_013,East,West,5571,4589,5571, East,clean,1,3,0.5234375,13,3055,False
g033_exception_override,33,exception_override,closure,shuffle_matched_013,East,West,5571,4589,5231, **,other,2,3,0.390625,13,3055,False
g039_closure_update,39,closure_update,closure,shuffle_matched_013,East,West,5571,4589,5231, **,other,2,3,2.1875,13,3055,False
g039_closure_override,39,closure_override,closure,shuffle_matched_013,East,West,5571,4589,5571, East,clean,1,3,0.2890625,13,3055,True
g039_exception_override,39,exception_override,closure,shuffle_matched_013,East,West,5571,4589,5231, **,other,3,2,-0.1171875,13,3055,False
g040_closure_update,40,closure_update,closure,shuffle_matched_013,Copper,Silver,38315,15934,5231, **,other,2,3,2.03125,13,3055,False
g040_closure_override,40,closure_override,closure,shuffle_matched_013,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.3125,13,3055,True
g040_exception_override,40,exception_override,closure,shuffle_matched_013,Copper,Silver,38315,15934,5231, **,other,2,3,0.875,13,3055,False
g042_closure_update,42,closure_update,closure,shuffle_matched_013,Red,Blue,4075,7640,5231, **,other,2,3,1.1640625,13,3055,False
g042_closure_override,42,closure_override,closure,shuffle_matched_013,Red,Blue,4075,7640,5231, **,other,3,2,-0.390625,13,3055,False
g042_exception_override,42,exception_override,closure,shuffle_matched_013,Red,Blue,4075,7640,5231, **,other,3,2,-0.890625,13,3055,False
g045_closure_update,45,closure_update,closure,shuffle_matched_013,East,West,5571,4589,5231, **,other,2,4,2.953125,13,3055,False
g045_closure_override,45,closure_override,closure,shuffle_matched_013,East,West,5571,4589,5231, **,other,2,3,0.3515625,13,3055,False
g045_exception_override,45,exception_override,closure,shuffle_matched_013,East,West,5571,4589,5231, **,other,2,3,0.765625,13,3055,False
g053_closure_update,53,closure_update,closure,shuffle_matched_013,Gold,Iron,6863,17186,5231, **,other,2,3,1.734375,13,3055,False
g053_closure_override,53,closure_override,closure,shuffle_matched_013,Gold,Iron,6863,17186,5231, **,other,2,3,1.3515625,13,3055,False
g053_exception_override,53,exception_override,closure,shuffle_matched_013,Gold,Iron,6863,17186,5231, **,other,2,3,0.9609375,13,3055,False
g064_closure_update,64,closure_update,closure,shuffle_matched_013,Copper,Silver,38315,15934,5231, **,other,2,3,1.6328125,13,3055,False
g064_closure_override,64,closure_override,closure,shuffle_matched_013,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.3515625,13,3055,True
g064_exception_override,64,exception_override,closure,shuffle_matched_013,Copper,Silver,38315,15934,5231, **,other,2,3,0.3046875,13,3055,False
g067_closure_update,67,closure_update,closure,shuffle_matched_013,Green,Yellow,6724,21730,5231, **,other,2,3,2.171875,13,3055,False
g067_closure_override,67,closure_override,closure,shuffle_matched_013,Green,Yellow,6724,21730,6724, Green,clean,1,3,0.78125,13,3055,False
g067_exception_override,67,exception_override,closure,shuffle_matched_013,Green,Yellow,6724,21730,5231, **,other,2,3,0.9921875,13,3055,False
g068_closure_update,68,closure_update,closure,shuffle_matched_013,North,South,4612,4316,5231, **,other,2,3,0.8203125,13,3055,False
g068_closure_override,68,closure_override,closure,shuffle_matched_013,North,South,4612,4316,4612, North,clean,1,3,1.328125,13,3055,True
g068_exception_override,68,exception_override,closure,shuffle_matched_013,North,South,4612,4316,5231, **,other,3,2,-0.0703125,13,3055,False
g069_closure_update,69,closure_update,closure,shuffle_matched_013,East,West,5571,4589,5231, **,other,2,4,2.7109375,13,3055,False
g069_closure_override,69,closure_override,closure,shuffle_matched_013,East,West,5571,4589,5231, **,other,2,3,0.4765625,13,3055,False
g069_exception_override,69,exception_override,closure,shuffle_matched_013,East,West,5571,4589,5231, **,other,2,3,0.453125,13,3055,False
g073_closure_update,73,closure_update,closure,shuffle_matched_013,Green,Yellow,6724,21730,5231, **,other,2,3,1.4765625,13,3055,False
g073_closure_override,73,closure_override,closure,shuffle_matched_013,Green,Yellow,6724,21730,5231, **,other,2,3,0.21875,13,3055,False
g073_exception_override,73,exception_override,closure,shuffle_matched_013,Green,Yellow,6724,21730,5231, **,other,3,2,-0.421875,13,3055,False
g077_closure_update,77,closure_update,closure,shuffle_matched_013,Gold,Iron,6863,17186,5231, **,other,2,3,2.1015625,13,3055,False
g077_closure_override,77,closure_override,closure,shuffle_matched_013,Gold,Iron,6863,17186,5231, **,other,2,3,0.734375,13,3055,False
g077_exception_override,77,exception_override,closure,shuffle_matched_013,Gold,Iron,6863,17186,5231, **,other,2,3,0.90625,13,3055,False
g079_closure_update,79,closure_update,closure,shuffle_matched_013,Green,Yellow,6724,21730,5231, **,other,2,3,1.3984375,13,3055,False
g079_closure_override,79,closure_override,closure,shuffle_matched_013,Green,Yellow,6724,21730,5231, **,other,3,2,-0.34375,13,3055,False
g079_exception_override,79,exception_override,closure,shuffle_matched_013,Green,Yellow,6724,21730,6724, Green,clean,1,3,0.6015625,13,3055,False
g080_closure_update,80,closure_update,closure,shuffle_matched_013,North,South,4612,4316,5231, **,other,2,3,0.203125,13,3055,False
g080_closure_override,80,closure_override,closure,shuffle_matched_013,North,South,4612,4316,5231, **,other,2,3,0.8984375,13,3055,False
g080_exception_override,80,exception_override,closure,shuffle_matched_013,North,South,4612,4316,4612, North,clean,1,3,1.4921875,13,3055,True
g085_closure_update,85,closure_update,closure,shuffle_matched_013,Green,Yellow,6724,21730,5231, **,other,2,3,1.75,13,3055,False
g085_closure_override,85,closure_override,closure,shuffle_matched_013,Green,Yellow,6724,21730,6724, Green,clean,1,3,0.859375,13,3055,True
g085_exception_override,85,exception_override,closure,shuffle_matched_013,Green,Yellow,6724,21730,5231, **,other,2,3,0.4296875,13,3055,False
g088_closure_update,88,closure_update,closure,shuffle_matched_013,Copper,Silver,38315,15934,5231, **,other,2,3,2.8046875,13,3055,False
g088_closure_override,88,closure_override,closure,shuffle_matched_013,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.8828125,13,3055,True
g088_exception_override,88,exception_override,closure,shuffle_matched_013,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.25,13,3055,False
g094_closure_update,94,closure_update,closure,shuffle_matched_013,Copper,Silver,38315,15934,5231, **,other,2,4,3.0703125,13,3055,False
g094_closure_override,94,closure_override,closure,shuffle_matched_013,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.6171875,13,3055,True
g094_exception_override,94,exception_override,closure,shuffle_matched_013,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.7421875,13,3055,False
g000_closure_update,0,closure_update,closure,shuffle_matched_014,Red,Blue,4075,7640,5231, **,other,2,3,0.9453125,14,3056,False
g000_closure_override,0,closure_override,closure,shuffle_matched_014,Red,Blue,4075,7640,5231, **,other,3,2,-1.1015625,14,3056,False
g000_exception_override,0,exception_override,closure,shuffle_matched_014,Red,Blue,4075,7640,5231, **,other,3,2,-0.5703125,14,3056,False
g004_closure_update,4,closure_update,closure,shuffle_matched_014,Copper,Silver,38315,15934,5231, **,other,2,3,2.4765625,14,3056,False
g004_closure_override,4,closure_override,closure,shuffle_matched_014,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.9765625,14,3056,False
g004_exception_override,4,exception_override,closure,shuffle_matched_014,Copper,Silver,38315,15934,38315, Copper,clean,1,3,2.0859375,14,3056,False
g009_closure_update,9,closure_update,closure,shuffle_matched_014,East,West,5571,4589,5231, **,other,2,3,2.875,14,3056,False
g009_closure_override,9,closure_override,closure,shuffle_matched_014,East,West,5571,4589,5231, **,other,2,3,0.296875,14,3056,False
g009_exception_override,9,exception_override,closure,shuffle_matched_014,East,West,5571,4589,5231, **,other,2,3,0.03125,14,3056,False
g010_closure_update,10,closure_update,closure,shuffle_matched_014,Copper,Silver,38315,15934,5231, **,other,2,4,3.296875,14,3056,False
g010_closure_override,10,closure_override,closure,shuffle_matched_014,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.8125,14,3056,False
g010_exception_override,10,exception_override,closure,shuffle_matched_014,Copper,Silver,38315,15934,5231, **,other,2,3,0.671875,14,3056,False
g011_closure_update,11,closure_update,closure,shuffle_matched_014,Gold,Iron,6863,17186,5231, **,other,2,3,2.1328125,14,3056,False
g011_closure_override,11,closure_override,closure,shuffle_matched_014,Gold,Iron,6863,17186,5231, **,other,3,2,-0.3359375,14,3056,False
g011_exception_override,11,exception_override,closure,shuffle_matched_014,Gold,Iron,6863,17186,17186, Iron,conflict,3,1,-0.59375,14,3056,False
g012_closure_update,12,closure_update,closure,shuffle_matched_014,Red,Blue,4075,7640,5231, **,other,2,3,1.0703125,14,3056,False
g012_closure_override,12,closure_override,closure,shuffle_matched_014,Red,Blue,4075,7640,5231, **,other,3,2,-0.890625,14,3056,False
g012_exception_override,12,exception_override,closure,shuffle_matched_014,Red,Blue,4075,7640,5231, **,other,3,2,-0.9609375,14,3056,False
g015_closure_update,15,closure_update,closure,shuffle_matched_014,East,West,5571,4589,5231, **,other,2,3,1.2265625,14,3056,False
g015_closure_override,15,closure_override,closure,shuffle_matched_014,East,West,5571,4589,5231, **,other,3,2,-1.2265625,14,3056,False
g015_exception_override,15,exception_override,closure,shuffle_matched_014,East,West,5571,4589,5231, **,other,3,2,-1.3828125,14,3056,False
g018_closure_update,18,closure_update,closure,shuffle_matched_014,Red,Blue,4075,7640,5231, **,other,2,3,0.84375,14,3056,False
g018_closure_override,18,closure_override,closure,shuffle_matched_014,Red,Blue,4075,7640,7640, Blue,conflict,3,1,-1.140625,14,3056,False
g018_exception_override,18,exception_override,closure,shuffle_matched_014,Red,Blue,4075,7640,5231, **,other,3,2,-0.5,14,3056,False
g022_closure_update,22,closure_update,closure,shuffle_matched_014,Copper,Silver,38315,15934,5231, **,other,2,3,2.0234375,14,3056,False
g022_closure_override,22,closure_override,closure,shuffle_matched_014,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.3359375,14,3056,True
g022_exception_override,22,exception_override,closure,shuffle_matched_014,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.5625,14,3056,False
g026_closure_update,26,closure_update,closure,shuffle_matched_014,North,South,4612,4316,5231, **,other,3,2,-0.1796875,14,3056,False
g026_closure_override,26,closure_override,closure,shuffle_matched_014,North,South,4612,4316,5231, **,other,2,3,0.3359375,14,3056,False
g026_exception_override,26,exception_override,closure,shuffle_matched_014,North,South,4612,4316,5231, **,other,3,2,-0.125,14,3056,False
g030_closure_update,30,closure_update,closure,shuffle_matched_014,Red,Blue,4075,7640,5231, **,other,2,3,1.03125,14,3056,False
g030_closure_override,30,closure_override,closure,shuffle_matched_014,Red,Blue,4075,7640,7640, Blue,conflict,3,1,-0.7890625,14,3056,False
g030_exception_override,30,exception_override,closure,shuffle_matched_014,Red,Blue,4075,7640,5231, **,other,2,3,0.1328125,14,3056,False
g031_closure_update,31,closure_update,closure,shuffle_matched_014,Green,Yellow,6724,21730,5231, **,other,2,3,2.2421875,14,3056,False
g031_closure_override,31,closure_override,closure,shuffle_matched_014,Green,Yellow,6724,21730,6724, Green,clean,1,3,0.765625,14,3056,False
g031_exception_override,31,exception_override,closure,shuffle_matched_014,Green,Yellow,6724,21730,5231, **,other,2,3,1.0390625,14,3056,False
g033_closure_update,33,closure_update,closure,shuffle_matched_014,East,West,5571,4589,5571, East,clean,1,3,2.75,14,3056,False
g033_closure_override,33,closure_override,closure,shuffle_matched_014,East,West,5571,4589,5571, East,clean,1,3,0.859375,14,3056,False
g033_exception_override,33,exception_override,closure,shuffle_matched_014,East,West,5571,4589,5231, **,other,2,3,0.3671875,14,3056,False
g039_closure_update,39,closure_update,closure,shuffle_matched_014,East,West,5571,4589,5231, **,other,2,3,2.1875,14,3056,False
g039_closure_override,39,closure_override,closure,shuffle_matched_014,East,West,5571,4589,5571, East,clean,1,3,0.2890625,14,3056,True
g039_exception_override,39,exception_override,closure,shuffle_matched_014,East,West,5571,4589,5231, **,other,3,2,-0.1171875,14,3056,False
g040_closure_update,40,closure_update,closure,shuffle_matched_014,Copper,Silver,38315,15934,5231, **,other,2,3,2.03125,14,3056,False
g040_closure_override,40,closure_override,closure,shuffle_matched_014,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.65625,14,3056,True
g040_exception_override,40,exception_override,closure,shuffle_matched_014,Copper,Silver,38315,15934,5231, **,other,2,3,0.875,14,3056,False
g042_closure_update,42,closure_update,closure,shuffle_matched_014,Red,Blue,4075,7640,5231, **,other,2,3,1.1640625,14,3056,False
g042_closure_override,42,closure_override,closure,shuffle_matched_014,Red,Blue,4075,7640,5231, **,other,3,1,-0.734375,14,3056,False
g042_exception_override,42,exception_override,closure,shuffle_matched_014,Red,Blue,4075,7640,5231, **,other,3,2,-0.015625,14,3056,False
g045_closure_update,45,closure_update,closure,shuffle_matched_014,East,West,5571,4589,5231, **,other,2,4,2.953125,14,3056,False
g045_closure_override,45,closure_override,closure,shuffle_matched_014,East,West,5571,4589,5231, **,other,2,3,0.3203125,14,3056,False
g045_exception_override,45,exception_override,closure,shuffle_matched_014,East,West,5571,4589,5231, **,other,2,3,1.046875,14,3056,False
g053_closure_update,53,closure_update,closure,shuffle_matched_014,Gold,Iron,6863,17186,5231, **,other,2,3,1.734375,14,3056,False
g053_closure_override,53,closure_override,closure,shuffle_matched_014,Gold,Iron,6863,17186,5231, **,other,2,3,1.328125,14,3056,False
g053_exception_override,53,exception_override,closure,shuffle_matched_014,Gold,Iron,6863,17186,5231, **,other,2,3,1.265625,14,3056,False
g064_closure_update,64,closure_update,closure,shuffle_matched_014,Copper,Silver,38315,15934,5231, **,other,2,3,1.6328125,14,3056,False
g064_closure_override,64,closure_override,closure,shuffle_matched_014,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.703125,14,3056,True
g064_exception_override,64,exception_override,closure,shuffle_matched_014,Copper,Silver,38315,15934,38315, Copper,clean,1,3,2.0625,14,3056,False
g067_closure_update,67,closure_update,closure,shuffle_matched_014,Green,Yellow,6724,21730,5231, **,other,2,3,2.171875,14,3056,False
g067_closure_override,67,closure_override,closure,shuffle_matched_014,Green,Yellow,6724,21730,5231, **,other,2,3,0.8125,14,3056,False
g067_exception_override,67,exception_override,closure,shuffle_matched_014,Green,Yellow,6724,21730,5231, **,other,2,3,1.0234375,14,3056,False
g068_closure_update,68,closure_update,closure,shuffle_matched_014,North,South,4612,4316,5231, **,other,2,3,0.8203125,14,3056,False
g068_closure_override,68,closure_override,closure,shuffle_matched_014,North,South,4612,4316,5231, **,other,2,3,0.3203125,14,3056,False
g068_exception_override,68,exception_override,closure,shuffle_matched_014,North,South,4612,4316,5231, **,other,3,2,-0.0703125,14,3056,False
g069_closure_update,69,closure_update,closure,shuffle_matched_014,East,West,5571,4589,5231, **,other,2,4,2.7109375,14,3056,False
g069_closure_override,69,closure_override,closure,shuffle_matched_014,East,West,5571,4589,5231, **,other,2,3,0.6875,14,3056,False
g069_exception_override,69,exception_override,closure,shuffle_matched_014,East,West,5571,4589,5231, **,other,2,3,0.546875,14,3056,False
g073_closure_update,73,closure_update,closure,shuffle_matched_014,Green,Yellow,6724,21730,5231, **,other,2,3,1.4765625,14,3056,False
g073_closure_override,73,closure_override,closure,shuffle_matched_014,Green,Yellow,6724,21730,5231, **,other,2,3,0.1796875,14,3056,False
g073_exception_override,73,exception_override,closure,shuffle_matched_014,Green,Yellow,6724,21730,5231, **,other,2,3,0.5,14,3056,False
g077_closure_update,77,closure_update,closure,shuffle_matched_014,Gold,Iron,6863,17186,5231, **,other,2,3,2.1015625,14,3056,False
g077_closure_override,77,closure_override,closure,shuffle_matched_014,Gold,Iron,6863,17186,5231, **,other,2,3,0.6484375,14,3056,False
g077_exception_override,77,exception_override,closure,shuffle_matched_014,Gold,Iron,6863,17186,5231, **,other,2,3,0.6796875,14,3056,False
g079_closure_update,79,closure_update,closure,shuffle_matched_014,Green,Yellow,6724,21730,5231, **,other,2,3,1.3984375,14,3056,False
g079_closure_override,79,closure_override,closure,shuffle_matched_014,Green,Yellow,6724,21730,21730, Yellow,conflict,2,1,-0.203125,14,3056,False
g079_exception_override,79,exception_override,closure,shuffle_matched_014,Green,Yellow,6724,21730,5231, **,other,3,2,-0.5234375,14,3056,False
g080_closure_update,80,closure_update,closure,shuffle_matched_014,North,South,4612,4316,5231, **,other,2,3,0.203125,14,3056,False
g080_closure_override,80,closure_override,closure,shuffle_matched_014,North,South,4612,4316,4612, North,clean,1,3,1.0703125,14,3056,True
g080_exception_override,80,exception_override,closure,shuffle_matched_014,North,South,4612,4316,5231, **,other,2,3,1.1171875,14,3056,False
g085_closure_update,85,closure_update,closure,shuffle_matched_014,Green,Yellow,6724,21730,5231, **,other,2,3,1.75,14,3056,False
g085_closure_override,85,closure_override,closure,shuffle_matched_014,Green,Yellow,6724,21730,6724, Green,clean,1,3,0.84375,14,3056,True
g085_exception_override,85,exception_override,closure,shuffle_matched_014,Green,Yellow,6724,21730,5231, **,other,2,3,0.5546875,14,3056,False
g088_closure_update,88,closure_update,closure,shuffle_matched_014,Copper,Silver,38315,15934,5231, **,other,2,3,2.8046875,14,3056,False
g088_closure_override,88,closure_override,closure,shuffle_matched_014,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.3984375,14,3056,True
g088_exception_override,88,exception_override,closure,shuffle_matched_014,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.7109375,14,3056,False
g094_closure_update,94,closure_update,closure,shuffle_matched_014,Copper,Silver,38315,15934,5231, **,other,2,4,3.0703125,14,3056,False
g094_closure_override,94,closure_override,closure,shuffle_matched_014,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.6171875,14,3056,True
g094_exception_override,94,exception_override,closure,shuffle_matched_014,Copper,Silver,38315,15934,5231, **,other,2,3,0.5,14,3056,False
g000_closure_update,0,closure_update,closure,shuffle_matched_015,Red,Blue,4075,7640,5231, **,other,2,3,0.9375,15,3057,False
g000_closure_override,0,closure_override,closure,shuffle_matched_015,Red,Blue,4075,7640,5231, **,other,3,2,-1.078125,15,3057,False
g000_exception_override,0,exception_override,closure,shuffle_matched_015,Red,Blue,4075,7640,5231, **,other,3,2,-1.34375,15,3057,False
g004_closure_update,4,closure_update,closure,shuffle_matched_015,Copper,Silver,38315,15934,5231, **,other,2,3,2.4765625,15,3057,False
g004_closure_override,4,closure_override,closure,shuffle_matched_015,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.9765625,15,3057,False
g004_exception_override,4,exception_override,closure,shuffle_matched_015,Copper,Silver,38315,15934,5231, **,other,2,3,1.4296875,15,3057,False
g009_closure_update,9,closure_update,closure,shuffle_matched_015,East,West,5571,4589,5231, **,other,2,3,2.875,15,3057,False
g009_closure_override,9,closure_override,closure,shuffle_matched_015,East,West,5571,4589,5231, **,other,2,3,0.140625,15,3057,False
g009_exception_override,9,exception_override,closure,shuffle_matched_015,East,West,5571,4589,5231, **,other,2,3,0.265625,15,3057,False
g010_closure_update,10,closure_update,closure,shuffle_matched_015,Copper,Silver,38315,15934,5231, **,other,2,4,3.296875,15,3057,False
g010_closure_override,10,closure_override,closure,shuffle_matched_015,Copper,Silver,38315,15934,38315, Copper,clean,1,3,0.96875,15,3057,False
g010_exception_override,10,exception_override,closure,shuffle_matched_015,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.03125,15,3057,False
g011_closure_update,11,closure_update,closure,shuffle_matched_015,Gold,Iron,6863,17186,5231, **,other,2,3,2.1328125,15,3057,False
g011_closure_override,11,closure_override,closure,shuffle_matched_015,Gold,Iron,6863,17186,5231, **,other,2,3,0.1875,15,3057,False
g011_exception_override,11,exception_override,closure,shuffle_matched_015,Gold,Iron,6863,17186,17186, Iron,conflict,3,1,-0.8359375,15,3057,False
g012_closure_update,12,closure_update,closure,shuffle_matched_015,Red,Blue,4075,7640,5231, **,other,2,3,1.0703125,15,3057,False
g012_closure_override,12,closure_override,closure,shuffle_matched_015,Red,Blue,4075,7640,5231, **,other,3,2,-0.859375,15,3057,False
g012_exception_override,12,exception_override,closure,shuffle_matched_015,Red,Blue,4075,7640,5231, **,other,3,2,-0.78125,15,3057,False
g015_closure_update,15,closure_update,closure,shuffle_matched_015,East,West,5571,4589,5231, **,other,2,3,1.2265625,15,3057,False
g015_closure_override,15,closure_override,closure,shuffle_matched_015,East,West,5571,4589,4589, West,conflict,3,1,-1.2109375,15,3057,False
g015_exception_override,15,exception_override,closure,shuffle_matched_015,East,West,5571,4589,5231, **,other,3,2,-0.953125,15,3057,False
g018_closure_update,18,closure_update,closure,shuffle_matched_015,Red,Blue,4075,7640,5231, **,other,2,3,0.84375,15,3057,False
g018_closure_override,18,closure_override,closure,shuffle_matched_015,Red,Blue,4075,7640,7640, Blue,conflict,3,1,-0.859375,15,3057,False
g018_exception_override,18,exception_override,closure,shuffle_matched_015,Red,Blue,4075,7640,5231, **,other,3,2,-0.453125,15,3057,False
g022_closure_update,22,closure_update,closure,shuffle_matched_015,Copper,Silver,38315,15934,5231, **,other,2,3,2.0234375,15,3057,False
g022_closure_override,22,closure_override,closure,shuffle_matched_015,Copper,Silver,38315,15934,38315, Copper,clean,1,3,0.953125,15,3057,True
g022_exception_override,22,exception_override,closure,shuffle_matched_015,Copper,Silver,38315,15934,5231, **,other,2,3,0.3359375,15,3057,False
g026_closure_update,26,closure_update,closure,shuffle_matched_015,North,South,4612,4316,5231, **,other,3,2,-0.1796875,15,3057,False
g026_closure_override,26,closure_override,closure,shuffle_matched_015,North,South,4612,4316,5231, **,other,2,3,0.3359375,15,3057,False
g026_exception_override,26,exception_override,closure,shuffle_matched_015,North,South,4612,4316,5231, **,other,2,3,0.9921875,15,3057,False
g030_closure_update,30,closure_update,closure,shuffle_matched_015,Red,Blue,4075,7640,5231, **,other,2,3,1.03125,15,3057,False
g030_closure_override,30,closure_override,closure,shuffle_matched_015,Red,Blue,4075,7640,5231, **,other,3,2,-0.609375,15,3057,False
g030_exception_override,30,exception_override,closure,shuffle_matched_015,Red,Blue,4075,7640,5231, **,other,3,2,-0.96875,15,3057,False
g031_closure_update,31,closure_update,closure,shuffle_matched_015,Green,Yellow,6724,21730,5231, **,other,2,3,2.2421875,15,3057,False
g031_closure_override,31,closure_override,closure,shuffle_matched_015,Green,Yellow,6724,21730,5231, **,other,1,3,0.8046875,15,3057,False
g031_exception_override,31,exception_override,closure,shuffle_matched_015,Green,Yellow,6724,21730,6724, Green,clean,1,3,1.21875,15,3057,False
g033_closure_update,33,closure_update,closure,shuffle_matched_015,East,West,5571,4589,5571, East,clean,1,3,2.75,15,3057,False
g033_closure_override,33,closure_override,closure,shuffle_matched_015,East,West,5571,4589,5571, East,clean,1,3,0.5234375,15,3057,False
g033_exception_override,33,exception_override,closure,shuffle_matched_015,East,West,5571,4589,5231, **,other,2,3,0.6640625,15,3057,False
g039_closure_update,39,closure_update,closure,shuffle_matched_015,East,West,5571,4589,5231, **,other,2,3,2.1875,15,3057,False
g039_closure_override,39,closure_override,closure,shuffle_matched_015,East,West,5571,4589,5231, **,other,2,3,0.59375,15,3057,False
g039_exception_override,39,exception_override,closure,shuffle_matched_015,East,West,5571,4589,5231, **,other,3,2,-0.1171875,15,3057,False
g040_closure_update,40,closure_update,closure,shuffle_matched_015,Copper,Silver,38315,15934,5231, **,other,2,3,2.03125,15,3057,False
g040_closure_override,40,closure_override,closure,shuffle_matched_015,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.65625,15,3057,True
g040_exception_override,40,exception_override,closure,shuffle_matched_015,Copper,Silver,38315,15934,5231, **,other,2,3,0.875,15,3057,False
g042_closure_update,42,closure_update,closure,shuffle_matched_015,Red,Blue,4075,7640,5231, **,other,2,3,1.1640625,15,3057,False
g042_closure_override,42,closure_override,closure,shuffle_matched_015,Red,Blue,4075,7640,5231, **,other,3,1,-0.734375,15,3057,False
g042_exception_override,42,exception_override,closure,shuffle_matched_015,Red,Blue,4075,7640,5231, **,other,3,2,-0.203125,15,3057,False
g045_closure_update,45,closure_update,closure,shuffle_matched_015,East,West,5571,4589,5231, **,other,2,4,2.953125,15,3057,False
g045_closure_override,45,closure_override,closure,shuffle_matched_015,East,West,5571,4589,5231, **,other,2,3,0.765625,15,3057,False
g045_exception_override,45,exception_override,closure,shuffle_matched_015,East,West,5571,4589,5231, **,other,2,3,0.78125,15,3057,False
g053_closure_update,53,closure_update,closure,shuffle_matched_015,Gold,Iron,6863,17186,5231, **,other,2,3,1.734375,15,3057,False
