prompt_index,cross_half_identity_advantage,quarter_identity_advantage,cross_half_self_cosine,lag1_cosine,lag2_cosine,task,model,init_seed
73,-0.07866944372653961,-0.016722247004508972,-0.2431415319442749,-0.02116846852004528,-0.024474451318383217,lexical_category,qwen,1802
74,-0.07197311520576477,-0.03125286102294922,-0.2393059879541397,-0.026899956166744232,-0.03356337174773216,lexical_category,qwen,1802
75,-0.08418753743171692,-0.042209696024656296,-0.2375200390815735,-0.027890073135495186,-0.023156488314270973,lexical_category,qwen,1802
76,-0.09517315030097961,-0.005005896091461182,-0.23927438259124756,-0.027196045964956284,-0.02616535872220993,lexical_category,qwen,1802
77,-0.10119283199310303,-0.04915233701467514,-0.25867506861686707,-0.025526512414216995,-0.022917883470654488,lexical_category,qwen,1802
78,-0.052207425236701965,0.024279892444610596,-0.2276434302330017,-0.02681553177535534,-0.022023480385541916,lexical_category,qwen,1802
79,-0.08556371927261353,-0.003813810646533966,-0.2576555907726288,-0.026336349546909332,-0.019422724843025208,lexical_category,qwen,1802
80,-0.07146738469600677,0.010725915431976318,-0.23368670046329498,-0.027771063148975372,-0.02817261405289173,lexical_category,qwen,1802
81,-0.09487959742546082,-0.00962967798113823,-0.23414988815784454,-0.029826737940311432,-0.024259351193904877,lexical_category,qwen,1802
82,-0.06090700626373291,0.006690327078104019,-0.21453151106834412,-0.031782228499650955,-0.022822976112365723,lexical_category,qwen,1802
83,-0.09499594569206238,-0.008899867534637451,-0.23190802335739136,-0.0247294120490551,-0.028581704944372177,lexical_category,qwen,1802
84,-0.05838257074356079,0.010463554412126541,-0.2427302449941635,-0.023968251422047615,-0.025955088436603546,lexical_category,qwen,1802
85,-0.0848580151796341,-0.002236533910036087,-0.25458067655563354,-0.024114569649100304,-0.021259216591715813,lexical_category,qwen,1802
86,-0.060611575841903687,-0.01739945262670517,-0.24104665219783783,-0.02876598760485649,-0.02957690693438053,lexical_category,qwen,1802
87,-0.09140834212303162,-0.022252924740314484,-0.2495603859424591,-0.023930799216032028,-0.021712232381105423,lexical_category,qwen,1802
88,-0.07335981726646423,0.0035406164824962616,-0.22944912314414978,-0.030754851177334785,-0.017931634560227394,lexical_category,qwen,1802
89,-0.1015796959400177,-0.02892012894153595,-0.2503829002380371,-0.023151295259594917,-0.020565971732139587,lexical_category,qwen,1802
90,-0.0516568124294281,0.0325869582593441,-0.2256353199481964,-0.02534368820488453,-0.022928552702069283,lexical_category,qwen,1802
91,-0.0884842574596405,-0.014658041298389435,-0.25275227427482605,-0.024141130968928337,-0.02397843636572361,lexical_category,qwen,1802
92,-0.050939515233039856,0.005222398787736893,-0.2196541577577591,-0.029382364824414253,-0.02985457144677639,lexical_category,qwen,1802
93,-0.09041084349155426,-0.023511674255132675,-0.2355448603630066,-0.023004570975899696,-0.02716749720275402,lexical_category,qwen,1802
94,-0.07431510090827942,0.0038506612181663513,-0.22133029997348785,-0.030593665316700935,-0.022152073681354523,lexical_category,qwen,1802
95,-0.08119550347328186,-0.011506818234920502,-0.21869347989559174,-0.020515603944659233,-0.02559121884405613,lexical_category,qwen,1802
0,-0.02831687033176422,-0.009112134575843811,-0.2654617428779602,-0.02787294052541256,-0.020281309261918068,arithmetic_addition,qwen,1802
1,-0.015883669257164,0.004649728536605835,-0.24827906489372253,-0.023926880210638046,-0.020898936316370964,arithmetic_addition,qwen,1802
2,-0.028873413801193237,-0.004508689045906067,-0.2673850655555725,-0.025007961317896843,-0.023439958691596985,arithmetic_addition,qwen,1802
3,-0.0414288192987442,0.0029911398887634277,-0.27437829971313477,-0.022995779290795326,-0.02541637420654297,arithmetic_addition,qwen,1802
4,-0.036017611622810364,-0.001136593520641327,-0.2600332796573639,-0.025633443146944046,-0.02659148909151554,arithmetic_addition,qwen,1802
5,-0.04857251048088074,-0.014031246304512024,-0.2703213095664978,-0.026210259646177292,-0.019957654178142548,arithmetic_addition,qwen,1802
6,-0.02949422597885132,-0.013249620795249939,-0.26597052812576294,-0.027377953752875328,-0.019969206303358078,arithmetic_addition,qwen,1802
7,-0.021612197160720825,0.0004469528794288635,-0.25127241015434265,-0.024823619052767754,-0.021209679543972015,arithmetic_addition,qwen,1802
8,-0.027357429265975952,-0.026585273444652557,-0.271477609872818,-0.027788668870925903,-0.020448235794901848,arithmetic_addition,qwen,1802
9,-0.03600527346134186,-0.016321420669555664,-0.27499526739120483,-0.024837110191583633,-0.023574693128466606,arithmetic_addition,qwen,1802
10,-0.02775995433330536,-0.005685746669769287,-0.25929415225982666,-0.02773631550371647,-0.02687481790781021,arithmetic_addition,qwen,1802
11,-0.04076947271823883,-0.025024689733982086,-0.2669343054294586,-0.02586936764419079,-0.01892261765897274,arithmetic_addition,qwen,1802
12,-0.03642331063747406,-0.0026996880769729614,-0.2638475298881531,-0.02555682510137558,-0.017871513962745667,arithmetic_addition,qwen,1802
13,-0.008426278829574585,0.018186502158641815,-0.23655180633068085,-0.02356819435954094,-0.019828516989946365,arithmetic_addition,qwen,1802
14,-0.02507847547531128,-0.0048350989818573,-0.2559826076030731,-0.030114829540252686,-0.019015012308955193,arithmetic_addition,qwen,1802
15,-0.03014996647834778,-0.00025913119316101074,-0.2595406472682953,-0.023967189714312553,-0.01789916679263115,arithmetic_addition,qwen,1802
16,-0.03632746636867523,-0.00596955418586731,-0.2580140233039856,-0.025770915672183037,-0.021827347576618195,arithmetic_addition,qwen,1802
17,-0.051331356167793274,-0.011634908616542816,-0.2630767226219177,-0.023708654567599297,-0.01735449954867363,arithmetic_addition,qwen,1802
18,-0.04023770987987518,-0.0011518001556396484,-0.2666440010070801,-0.027401648461818695,-0.019031113013625145,arithmetic_addition,qwen,1802
19,-0.023843273520469666,0.015256628394126892,-0.2466626763343811,-0.02360888570547104,-0.020785870030522346,arithmetic_addition,qwen,1802
20,-0.040578246116638184,0.0027190446853637695,-0.264136403799057,-0.024256546050310135,-0.0231638103723526,arithmetic_addition,qwen,1802
21,-0.050844088196754456,0.005425363779067993,-0.2763885259628296,-0.02264912612736225,-0.023600075393915176,arithmetic_addition,qwen,1802
22,-0.04693898558616638,-0.009831845760345459,-0.25801515579223633,-0.02495252713561058,-0.02389002963900566,arithmetic_addition,qwen,1802
23,-0.05752721428871155,-0.015776507556438446,-0.27668482065200806,-0.024695055559277534,-0.018328342586755753,arithmetic_addition,qwen,1802
24,-0.03323483467102051,-0.01100689172744751,-0.260654091835022,-0.025948455557227135,-0.016545649617910385,arithmetic_addition,qwen,1802
25,-0.015010833740234375,-0.00042463093996047974,-0.24336256086826324,-0.023345686495304108,-0.01952340453863144,arithmetic_addition,qwen,1802
26,-0.035023003816604614,-0.01626475155353546,-0.2552940845489502,-0.024579288437962532,-0.017406463623046875,arithmetic_addition,qwen,1802
27,-0.031054049730300903,0.002367652952671051,-0.253828227519989,-0.025105847045779228,-0.019218184053897858,arithmetic_addition,qwen,1802
28,-0.04090127348899841,-0.001799948513507843,-0.2521113455295563,-0.020982395857572556,-0.021454207599163055,arithmetic_addition,qwen,1802
29,-0.05006831884384155,-0.017720837146043777,-0.25577646493911743,-0.02142360806465149,-0.015228215605020523,arithmetic_addition,qwen,1802
30,-0.04193983972072601,-0.0010576322674751282,-0.26752224564552307,-0.025519343093037605,-0.015341385267674923,arithmetic_addition,qwen,1802
31,-0.03092382848262787,-0.0005431622266769409,-0.2536698281764984,-0.025136798620224,-0.019148431718349457,arithmetic_addition,qwen,1802
32,-0.039994820952415466,-0.004970088601112366,-0.2679741382598877,-0.027989603579044342,-0.01798572577536106,arithmetic_addition,qwen,1802
33,-0.04682125151157379,0.006704159080982208,-0.2730889618396759,-0.024431781843304634,-0.016407912597060204,arithmetic_addition,qwen,1802
34,-0.04658879339694977,-0.010017655789852142,-0.26731953024864197,-0.025876352563500404,-0.021394522860646248,arithmetic_addition,qwen,1802
35,-0.058318257331848145,-0.014997385442256927,-0.27107179164886475,-0.023345444351434708,-0.017516816034913063,arithmetic_addition,qwen,1802
36,-0.031091347336769104,-0.012102559208869934,-0.26520711183547974,-0.025905154645442963,-0.017781399190425873,arithmetic_addition,qwen,1802
37,-0.018851295113563538,0.0034886598587036133,-0.25081926584243774,-0.024039195850491524,-0.02009139582514763,arithmetic_addition,qwen,1802
38,-0.031622886657714844,-0.022107534110546112,-0.2572079002857208,-0.025456923991441727,-0.02073993720114231,arithmetic_addition,qwen,1802
39,-0.032335758209228516,-0.002236694097518921,-0.26472750306129456,-0.025877537205815315,-0.022147400304675102,arithmetic_addition,qwen,1802
40,-0.03602653741836548,-0.009756695479154587,-0.25770390033721924,-0.02097492292523384,-0.024197442457079887,arithmetic_addition,qwen,1802
41,-0.05079205334186554,-0.027321558445692062,-0.26249822974205017,-0.024254560470581055,-0.017857365310192108,arithmetic_addition,qwen,1802
42,-0.029027193784713745,-0.012927919626235962,-0.2627936899662018,-0.02759912982583046,-0.021320097148418427,arithmetic_addition,qwen,1802
43,-0.018181726336479187,0.0037103891372680664,-0.24417255818843842,-0.023745369166135788,-0.02135143056511879,arithmetic_addition,qwen,1802
44,-0.036816567182540894,-0.01839466392993927,-0.2582736015319824,-0.02754899673163891,-0.024529509246349335,arithmetic_addition,qwen,1802
45,-0.04191555082798004,-0.012654617428779602,-0.2698054909706116,-0.02552652172744274,-0.02585913985967636,arithmetic_addition,qwen,1802
46,-0.03340907394886017,-0.0011702589690685272,-0.2542252540588379,-0.02094525285065174,-0.027451639994978905,arithmetic_addition,qwen,1802
47,-0.04843960702419281,-0.012941736727952957,-0.26045602560043335,-0.023365000262856483,-0.0196108128875494,arithmetic_addition,qwen,1802
48,-0.04179975390434265,-0.01588480919599533,-0.27023839950561523,-0.026437081396579742,-0.019323144108057022,arithmetic_addition,qwen,1802
49,-0.029265090823173523,-0.003123342990875244,-0.25249648094177246,-0.023483723402023315,-0.019578613340854645,arithmetic_addition,qwen,1802
50,-0.04481227695941925,-0.02011691778898239,-0.2661072611808777,-0.02535555697977543,-0.020034711807966232,arithmetic_addition,qwen,1802
51,-0.046515852212905884,-0.008284501731395721,-0.27646902203559875,-0.022837016731500626,-0.0209357850253582,arithmetic_addition,qwen,1802
52,-0.04595908522605896,-0.016850069165229797,-0.2629452645778656,-0.024832768365740776,-0.02413959428668022,arithmetic_addition,qwen,1802
53,-0.050593480467796326,-0.028348170220851898,-0.26914218068122864,-0.022494645789265633,-0.01922028511762619,arithmetic_addition,qwen,1802
54,-0.032426610589027405,-0.0123099684715271,-0.2645729184150696,-0.027202116325497627,-0.021298827603459358,arithmetic_addition,qwen,1802
55,-0.021702155470848083,0.0045629143714904785,-0.24342790246009827,-0.02430165745317936,-0.02035866305232048,arithmetic_addition,qwen,1802
56,-0.03424005210399628,-0.02997490018606186,-0.2655079960823059,-0.0288240946829319,-0.01850324682891369,arithmetic_addition,qwen,1802
57,-0.028205111622810364,-0.02163035422563553,-0.26405057311058044,-0.02713310346007347,-0.019876575097441673,arithmetic_addition,qwen,1802
58,-0.03204767405986786,-0.008184477686882019,-0.26121965050697327,-0.029068568721413612,-0.026548249647021294,arithmetic_addition,qwen,1802
59,-0.045388951897621155,-0.02523893117904663,-0.267162024974823,-0.02330726757645607,-0.01871504820883274,arithmetic_addition,qwen,1802
60,-0.037471964955329895,-0.017760716378688812,-0.2692626118659973,-0.023839732632040977,-0.01940450258553028,arithmetic_addition,qwen,1802
61,-0.015233233571052551,0.015644274652004242,-0.23930691182613373,-0.023478640243411064,-0.018214264884591103,arithmetic_addition,qwen,1802
62,-0.046724915504455566,-0.021969720721244812,-0.26557624340057373,-0.028144627809524536,-0.018708260729908943,arithmetic_addition,qwen,1802
63,-0.04558737576007843,-0.01654735580086708,-0.27608370780944824,-0.02365032769739628,-0.02154100127518177,arithmetic_addition,qwen,1802
64,-0.03799144923686981,-0.016505137085914612,-0.26314544677734375,-0.024510016664862633,-0.023366661742329597,arithmetic_addition,qwen,1802
65,-0.047841399908065796,-0.025249093770980835,-0.2729455232620239,-0.022254543378949165,-0.017873071134090424,arithmetic_addition,qwen,1802
66,-0.03718666732311249,-0.004121437668800354,-0.2656976282596588,-0.02807530388236046,-0.018458157777786255,arithmetic_addition,qwen,1802
67,-0.03085353970527649,0.012114912271499634,-0.25069916248321533,-0.025352051481604576,-0.021016361191868782,arithmetic_addition,qwen,1802
68,-0.031985387206077576,-0.007298685610294342,-0.26177889108657837,-0.027303606271743774,-0.022815123200416565,arithmetic_addition,qwen,1802
69,-0.049713462591171265,0.0036982446908950806,-0.27719825506210327,-0.024693332612514496,-0.02144465409219265,arithmetic_addition,qwen,1802
70,-0.04478996992111206,-0.012271001935005188,-0.26208820939064026,-0.02813471294939518,-0.02348182164132595,arithmetic_addition,qwen,1802
71,-0.06209315359592438,-0.02073768526315689,-0.28418099880218506,-0.02625098079442978,-0.01636001653969288,arithmetic_addition,qwen,1802
72,-0.03308345377445221,-0.010635167360305786,-0.26529833674430847,-0.025009701028466225,-0.018592700362205505,arithmetic_addition,qwen,1802
73,-0.026933595538139343,0.001341007649898529,-0.25210124254226685,-0.024415424093604088,-0.020406175404787064,arithmetic_addition,qwen,1802
74,-0.05474431812763214,-0.028307318687438965,-0.27358800172805786,-0.027281763032078743,-0.02055584453046322,arithmetic_addition,qwen,1802
75,-0.05235554277896881,-0.013300120830535889,-0.2805784344673157,-0.02527337148785591,-0.021740010008215904,arithmetic_addition,qwen,1802
76,-0.04831947386264801,-0.02357430011034012,-0.2693341374397278,-0.024241281673312187,-0.023081589490175247,arithmetic_addition,qwen,1802
77,-0.051040515303611755,-0.018416322767734528,-0.26782286167144775,-0.022962667047977448,-0.01728629134595394,arithmetic_addition,qwen,1802
78,-0.04066494107246399,-0.014631837606430054,-0.27164793014526367,-0.024625809863209724,-0.018166013062000275,arithmetic_addition,qwen,1802
79,-0.03456093370914459,0.00010371953248977661,-0.25730279088020325,-0.024970632046461105,-0.020951099693775177,arithmetic_addition,qwen,1802
80,-0.050468698143959045,-0.015180744230747223,-0.2762461304664612,-0.029225267469882965,-0.02175898104906082,arithmetic_addition,qwen,1802
81,-0.05046531558036804,-0.0022271648049354553,-0.2788581848144531,-0.02556033618748188,-0.020410360768437386,arithmetic_addition,qwen,1802
82,-0.04486095905303955,-0.020109236240386963,-0.26482632756233215,-0.0261103305965662,-0.0225962046533823,arithmetic_addition,qwen,1802
83,-0.0517745167016983,-0.01779206097126007,-0.2652706503868103,-0.024444131180644035,-0.016394369304180145,arithmetic_addition,qwen,1802
84,-0.03404755890369415,-0.011583909392356873,-0.267768919467926,-0.025218527764081955,-0.01596805639564991,arithmetic_addition,qwen,1802
85,-0.019416704773902893,0.002470552921295166,-0.2458638846874237,-0.02404070273041725,-0.0201520174741745,arithmetic_addition,qwen,1802
86,-0.034979045391082764,-0.020604044198989868,-0.2584087550640106,-0.029001792892813683,-0.0185354333370924,arithmetic_addition,qwen,1802
87,-0.03371252119541168,0.010330937802791595,-0.26904767751693726,-0.026627490296959877,-0.019430626183748245,arithmetic_addition,qwen,1802
88,-0.03327476978302002,-0.010288327932357788,-0.26211023330688477,-0.025274498388171196,-0.019997496157884598,arithmetic_addition,qwen,1802
89,-0.05085228383541107,-0.031131912022829056,-0.26626506447792053,-0.02508816495537758,-0.014859126880764961,arithmetic_addition,qwen,1802
90,-0.031003639101982117,-0.018513232469558716,-0.263240784406662,-0.02834787778556347,-0.020643992349505424,arithmetic_addition,qwen,1802
91,-0.01691386103630066,0.004584081470966339,-0.2408856600522995,-0.026102129369974136,-0.021345064043998718,arithmetic_addition,qwen,1802
92,-0.04655681550502777,-0.02167939394712448,-0.26212063431739807,-0.02947882004082203,-0.021232232451438904,arithmetic_addition,qwen,1802
93,-0.04662269353866577,-0.020798712968826294,-0.273526668548584,-0.026538541540503502,-0.023447029292583466,arithmetic_addition,qwen,1802
94,-0.03624160587787628,-0.012230031192302704,-0.2600623071193695,-0.024800172075629234,-0.024062495678663254,arithmetic_addition,qwen,1802
95,-0.045498818159103394,-0.014044053852558136,-0.2597469985485077,-0.02370501682162285,-0.016245273873209953,arithmetic_addition,qwen,1802
0,-0.22409804165363312,-0.09096449613571167,-0.22941434383392334,-0.026129771023988724,-0.02049143984913826,arc_challenge,qwen,1802
1,-0.22321385145187378,-0.07660749554634094,-0.2573043704032898,-0.029379012063145638,-0.024301689118146896,arc_challenge,qwen,1802
2,-0.22694745659828186,-0.10680793225765228,-0.23853476345539093,-0.028362344950437546,-0.02857431210577488,arc_challenge,qwen,1802
3,-0.21068915724754333,-0.06668618321418762,-0.2310623973608017,-0.023439548909664154,-0.01617932878434658,arc_challenge,qwen,1802
4,-0.2338864803314209,-0.0909419134259224,-0.24680855870246887,-0.02682049199938774,-0.01311001181602478,arc_challenge,qwen,1802
5,-0.21369847655296326,-0.05188187211751938,-0.23681926727294922,-0.03174746409058571,-0.026860984042286873,arc_challenge,qwen,1802
6,-0.19023104012012482,-0.06358014792203903,-0.20239447057247162,-0.036013443022966385,-0.023607678711414337,arc_challenge,qwen,1802
7,-0.24133692681789398,-0.10156609117984772,-0.25645214319229126,-0.034646566957235336,-0.01808873377740383,arc_challenge,qwen,1802
8,-0.22016307711601257,-0.04711534455418587,-0.24323567748069763,-0.03003947250545025,-0.03284004330635071,arc_challenge,qwen,1802
9,-0.19301362335681915,-0.05110960826277733,-0.2061002552509308,-0.027712715789675713,-0.026145048439502716,arc_challenge,qwen,1802
10,-0.19000796973705292,-0.06810588389635086,-0.1978239119052887,-0.02866004966199398,-0.023957200348377228,arc_challenge,qwen,1802
11,-0.22621425986289978,-0.07785185426473618,-0.23511305451393127,-0.03454194590449333,-0.027123428881168365,arc_challenge,qwen,1802
12,-0.22443190217018127,-0.051736682653427124,-0.2553645372390747,-0.03281000629067421,-0.02803153730928898,arc_challenge,qwen,1802
13,-0.21583455801010132,-0.08899572491645813,-0.24740846455097198,-0.03199028968811035,-0.027216698974370956,arc_challenge,qwen,1802
14,-0.21329794824123383,-0.050684280693531036,-0.24638277292251587,-0.028791625052690506,-0.025543304160237312,arc_challenge,qwen,1802
15,-0.22747811675071716,-0.06570416688919067,-0.24756577610969543,-0.03038792684674263,-0.02139008790254593,arc_challenge,qwen,1802
16,-0.23962906002998352,-0.0929645523428917,-0.24923881888389587,-0.031396158039569855,-0.020753202959895134,arc_challenge,qwen,1802
17,-0.2072160392999649,-0.07878735661506653,-0.22747042775154114,-0.027648786082863808,-0.028264116495847702,arc_challenge,qwen,1802
18,-0.19694505631923676,-0.07232428342103958,-0.2120056003332138,-0.02289561554789543,-0.022470224648714066,arc_challenge,qwen,1802
19,-0.20592787861824036,-0.0723266452550888,-0.21047590672969818,-0.024645525962114334,-0.019945593550801277,arc_challenge,qwen,1802
20,-0.266691118478775,-0.11590541899204254,-0.29391446709632874,-0.024816077202558517,-0.021411104127764702,arc_challenge,qwen,1802
21,-0.1985674500465393,-0.0942620038986206,-0.21478036046028137,-0.0377441868185997,-0.022483648732304573,arc_challenge,qwen,1802
22,-0.20006774365901947,-0.06786040961742401,-0.22291195392608643,-0.03331135958433151,-0.02606060355901718,arc_challenge,qwen,1802
23,-0.21072593331336975,-0.08313247561454773,-0.2357148379087448,-0.034501925110816956,-0.02164507657289505,arc_challenge,qwen,1802
24,-0.21458740532398224,-0.061396315693855286,-0.23736853897571564,-0.02663126401603222,-0.025669215247035027,arc_challenge,qwen,1802
25,-0.2129797786474228,-0.06578947603702545,-0.21023739874362946,-0.026447338983416557,-0.034642864018678665,arc_challenge,qwen,1802
26,-0.22393746674060822,-0.07133647054433823,-0.2445022165775299,-0.02998136542737484,-0.027401091530919075,arc_challenge,qwen,1802
27,-0.2806945741176605,-0.0440872460603714,-0.299507200717926,-0.025896258652210236,-0.02325757034122944,arc_challenge,qwen,1802
28,-0.2485094964504242,-0.13469372689723969,-0.27409628033638,-0.028644956648349762,-0.010303119197487831,arc_challenge,qwen,1802
29,-0.1530645340681076,-0.05277952924370766,-0.18159738183021545,-0.03423522412776947,-0.027266258373856544,arc_challenge,qwen,1802
30,-0.21679358184337616,-0.07996130734682083,-0.2291550487279892,-0.029785247519612312,-0.030718345195055008,arc_challenge,qwen,1802
31,-0.1936299353837967,-0.0420413464307785,-0.21717411279678345,-0.027994083240628242,-0.026396242901682854,arc_challenge,qwen,1802
32,-0.2237769067287445,-0.08566467463970184,-0.23186035454273224,-0.03403511270880699,-0.02681661583483219,arc_challenge,qwen,1802
33,-0.22413599491119385,-0.07136792689561844,-0.23831531405448914,-0.020015647634863853,-0.01963512971997261,arc_challenge,qwen,1802
34,-0.2808992862701416,-0.11262042820453644,-0.29645127058029175,-0.024513108655810356,-0.02183876559138298,arc_challenge,qwen,1802
35,-0.21410003304481506,-0.08874727785587311,-0.22524228692054749,-0.029231110587716103,-0.02867100201547146,arc_challenge,qwen,1802
36,-0.21998730301856995,-0.04898977279663086,-0.23191416263580322,-0.03662481531500816,-0.025785082951188087,arc_challenge,qwen,1802
37,-0.23903697729110718,-0.08223102986812592,-0.25560262799263,-0.02601725608110428,-0.024508126080036163,arc_challenge,qwen,1802
38,-0.21022796630859375,-0.08216898143291473,-0.24164734780788422,-0.027628690004348755,-0.02294672653079033,arc_challenge,qwen,1802
39,-0.20099055767059326,-0.06252659112215042,-0.2247484177350998,-0.0334094874560833,-0.027605582028627396,arc_challenge,qwen,1802
40,-0.1968841552734375,-0.05093836784362793,-0.21002790331840515,-0.02211948297917843,-0.025423714891076088,arc_challenge,qwen,1802
41,-0.24209889769554138,-0.0761755034327507,-0.2697044014930725,-0.025971410796046257,-0.032015588134527206,arc_challenge,qwen,1802
42,-0.1951417475938797,-0.06145627051591873,-0.20408421754837036,-0.032948531210422516,-0.021408576518297195,arc_challenge,qwen,1802
43,-0.22280281782150269,-0.0667327344417572,-0.24455726146697998,-0.02791713923215866,-0.020069729536771774,arc_challenge,qwen,1802
44,-0.1727454960346222,-0.06097119674086571,-0.20571887493133545,-0.03532235324382782,-0.01968955807387829,arc_challenge,qwen,1802
45,-0.2016584575176239,-0.06228652969002724,-0.2236512303352356,-0.030209509655833244,-0.02289176732301712,arc_challenge,qwen,1802
46,-0.21230913698673248,-0.0856182798743248,-0.23839065432548523,-0.030217021703720093,-0.023195235058665276,arc_challenge,qwen,1802
47,-0.21108466386795044,-0.05926516279578209,-0.22239458560943604,-0.028994696214795113,-0.029648268595337868,arc_challenge,qwen,1802
48,-0.2115754634141922,-0.0680261105298996,-0.23591986298561096,-0.030114145949482918,-0.026824114844202995,arc_challenge,qwen,1802
49,-0.2210831344127655,-0.11821132898330688,-0.2448306679725647,-0.03235974162817001,-0.022373395040631294,arc_challenge,qwen,1802
50,-0.21971453726291656,-0.08676263689994812,-0.24545107781887054,-0.025907307863235474,-0.02674928493797779,arc_challenge,qwen,1802
51,-0.27500084042549133,-0.10332207381725311,-0.27564382553100586,-0.025342514738440514,-0.0249564740806818,arc_challenge,qwen,1802
52,-0.1667010337114334,-0.044098589569330215,-0.19192910194396973,-0.019513815641403198,-0.028922194615006447,arc_challenge,qwen,1802
53,-0.1846018135547638,-0.09329437464475632,-0.2174474596977234,-0.022542022168636322,-0.02464996837079525,arc_challenge,qwen,1802
54,-0.2410389930009842,-0.057799577713012695,-0.24626317620277405,-0.030314406380057335,-0.018998172134160995,arc_challenge,qwen,1802
55,-0.20315125584602356,-0.05850609019398689,-0.22164636850357056,-0.02422438934445381,-0.026093583554029465,arc_challenge,qwen,1802
56,-0.18337704241275787,-0.03684305027127266,-0.2080032080411911,-0.034528084099292755,-0.022762903943657875,arc_challenge,qwen,1802
57,-0.1962815523147583,-0.02793535217642784,-0.21660560369491577,-0.02380087599158287,-0.016932331025600433,arc_challenge,qwen,1802
58,-0.22764115035533905,-0.09403619170188904,-0.23626548051834106,-0.03480253741145134,-0.025559809058904648,arc_challenge,qwen,1802
59,-0.24797241389751434,-0.07073774933815002,-0.2520447075366974,-0.021371034905314445,-0.02295362949371338,arc_challenge,qwen,1802
60,-0.1928158849477768,-0.04371187090873718,-0.21365989744663239,-0.040794070810079575,-0.026044558733701706,arc_challenge,qwen,1802
61,-0.2121342271566391,-0.045849476009607315,-0.23991061747074127,-0.03290599212050438,-0.0288253016769886,arc_challenge,qwen,1802
62,-0.20329906046390533,-0.07507304102182388,-0.21286939084529877,-0.02488224022090435,-0.026407113298773766,arc_challenge,qwen,1802
63,-0.2156659960746765,-0.0350300669670105,-0.2252855747938156,-0.031561024487018585,-0.031239638105034828,arc_challenge,qwen,1802
64,-0.2409840077161789,-0.07839024066925049,-0.26965412497520447,-0.02751670964062214,-0.022010669112205505,arc_challenge,qwen,1802
65,-0.22367006540298462,-0.07338088005781174,-0.2439851611852646,-0.031193405389785767,-0.02502693608403206,arc_challenge,qwen,1802
66,-0.2138005793094635,-0.08026020228862762,-0.22962065041065216,-0.02141682244837284,-0.02542639896273613,arc_challenge,qwen,1802
67,-0.2215656191110611,-0.04677771031856537,-0.256913959980011,-0.027985088527202606,-0.033906660974025726,arc_challenge,qwen,1802
68,-0.2329626828432083,-0.04355314373970032,-0.25750285387039185,-0.02135731466114521,-0.020831437781453133,arc_challenge,qwen,1802
69,-0.2314773052930832,-0.06694655120372772,-0.2401103526353836,-0.023880865424871445,-0.02265198528766632,arc_challenge,qwen,1802
70,-0.22175399959087372,-0.09112998098134995,-0.21903227269649506,-0.0307597778737545,-0.02564997412264347,arc_challenge,qwen,1802
71,-0.2198157161474228,-0.07680995017290115,-0.23656430840492249,-0.030333641916513443,-0.02388627454638481,arc_challenge,qwen,1802
72,-0.24912139773368835,-0.07258228212594986,-0.2585129737854004,-0.02973766438663006,-0.026044029742479324,arc_challenge,qwen,1802
73,-0.21332691609859467,-0.09049190580844879,-0.22191429138183594,-0.029165001586079597,-0.025867553427815437,arc_challenge,qwen,1802
74,-0.23301132023334503,-0.07022836059331894,-0.24847412109375,-0.03144756704568863,-0.02722739987075329,arc_challenge,qwen,1802
75,-0.20544607937335968,-0.0928424745798111,-0.216356098651886,-0.033438436686992645,-0.03110070899128914,arc_challenge,qwen,1802
76,-0.21480964124202728,-0.08012480288743973,-0.2312227189540863,-0.028872422873973846,-0.036429863423109055,arc_challenge,qwen,1802
77,-0.1875840425491333,-0.07552746683359146,-0.19189736247062683,-0.03046327829360962,-0.02416115812957287,arc_challenge,qwen,1802
78,-0.1727263629436493,-0.051724307239055634,-0.2140187919139862,-0.027949770912528038,-0.022648964077234268,arc_challenge,qwen,1802
79,-0.19379402697086334,-0.07255994528532028,-0.20705391466617584,-0.02634301409125328,-0.025646956637501717,arc_challenge,qwen,1802
80,-0.2433454394340515,-0.08106856793165207,-0.26358112692832947,-0.028028270229697227,-0.026628591120243073,arc_challenge,qwen,1802
81,-0.23078112304210663,-0.11105196177959442,-0.26433753967285156,-0.03299465402960777,-0.027306819334626198,arc_challenge,qwen,1802
82,-0.22841358184814453,-0.08676642179489136,-0.2368735522031784,-0.030200554057955742,-0.029479164630174637,arc_challenge,qwen,1802
83,-0.20227444171905518,-0.08035624027252197,-0.2162688970565796,-0.023520218208432198,-0.028487704694271088,arc_challenge,qwen,1802
84,-0.22653214633464813,-0.061280976980924606,-0.2433725893497467,-0.02864707261323929,-0.029004549607634544,arc_challenge,qwen,1802
85,-0.19408351182937622,-0.016251100227236748,-0.21503761410713196,-0.021914899349212646,-0.029326215386390686,arc_challenge,qwen,1802
86,-0.23826195299625397,-0.10257178544998169,-0.2416035681962967,-0.035384826362133026,-0.023361358791589737,arc_challenge,qwen,1802
87,-0.19469839334487915,-0.08747361600399017,-0.22494542598724365,-0.02325831539928913,-0.030100874602794647,arc_challenge,qwen,1802
88,-0.20303501188755035,-0.05541452765464783,-0.22375231981277466,-0.03986852616071701,-0.027402307838201523,arc_challenge,qwen,1802
