prompt_id,mechanism,best_action_label,best_alpha,best_beta,best_final_margin,best_margin_shift,best_crossed,best_utility
g047_redundant,stable,a0.0_b0.0,0.0,0.0,1.171875,0.0,False,-0.0
g047_irrelevant,stable,a0.0_b0.0,0.0,0.0,1.703125,0.0,False,-0.0
g047_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.71875,0.0,False,-0.0
g047_weak_distractor,competition,a0.0_b0.0,0.0,0.0,1.65625,0.0,False,-0.0
g047_competition_balanced,competition,a0.0_b0.0,0.0,0.0,1.125,0.0,False,-0.0
g047_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.515625,-0.015625,False,-0.015625
g047_closure_update,closure,a0.3_b0.3,0.3,0.3,0.84375,0.078125,False,0.072725
g047_closure_override,closure,a1.0_b1.2,1.0,1.2,0.921875,0.703125,False,0.629925
g047_exception_override,closure,a1.0_b0.9,1.0,0.9,1.484375,0.4375,False,0.3832
g048_clean,stable,a0.0_b0.0,0.0,0.0,-0.328125,0.0,False,-0.0
g048_redundant,stable,a0.0_b0.0,0.0,0.0,-0.109375,0.0,False,-0.0
g048_irrelevant,stable,a0.0_b0.0,0.0,0.0,-0.015625,0.015625,False,-0.015625
g048_paraphrase,stable,a0.0_b0.0,0.0,0.0,-0.0625,-0.015625,False,-0.015625
g048_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.28125,0.0,False,-0.0
g048_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-0.3125,0.0,False,-0.0
g048_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-0.171875,0.0,False,-0.0
g048_closure_update,closure,a0.9_b0.6,0.9,0.6,-0.421875,0.671875,False,0.636775
g048_closure_override,closure,a1.0_b1.2,1.0,1.2,-0.28125,0.453125,False,0.379925
g048_exception_override,closure,a1.0_b0.9,1.0,0.9,-0.203125,0.546875,False,0.492575
g049_clean,stable,a0.0_b0.0,0.0,0.0,0.03125,0.0,False,-0.0
g049_redundant,stable,a0.0_b0.0,0.0,0.0,0.1875,0.0,False,-0.0
g049_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.296875,0.03125,False,-0.03125
g049_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.125,-0.015625,False,-0.015625
g049_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-0.15625,0.0,False,-0.0
g049_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-0.53125,0.0,False,-0.0
g049_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-0.203125,0.0,False,-0.0
g049_closure_update,closure,a1.0_b1.2,1.0,1.2,0.359375,1.375,True,6.3018
g049_closure_override,closure,a1.0_b1.2,1.0,1.2,0.625,0.84375,True,5.77055
g049_exception_override,closure,a1.0_b0.9,1.0,0.9,0.515625,1.140625,True,6.086325
g050_clean,stable,a0.0_b0.0,0.0,0.0,1.15625,0.0,False,-0.0
g050_redundant,stable,a0.0_b0.0,0.0,0.0,1.078125,0.0,False,-0.0
g050_irrelevant,stable,a0.0_b0.0,0.0,0.0,1.40625,0.0,False,-0.0
g050_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.40625,0.015625,False,-0.015625
g050_weak_distractor,competition,a0.0_b0.0,0.0,0.0,1.4375,0.0,False,-0.0
g050_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.578125,0.0,False,-0.0
g050_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.078125,-0.015625,False,-0.015625
g050_closure_update,closure,a1.0_b0.9,1.0,0.9,1.09375,0.984375,False,0.930075
g050_closure_override,closure,a1.0_b1.2,1.0,1.2,1.4375,0.390625,False,0.317425
g050_exception_override,closure,a0.9_b0.9,0.9,0.9,1.203125,0.5,False,0.4514
g051_clean,stable,a0.0_b0.0,0.0,0.0,-1.0625,0.0,False,-0.0
g051_redundant,stable,a0.0_b0.0,0.0,0.0,-1.0,0.0,False,-0.0
g051_irrelevant,stable,a0.0_b0.0,0.0,0.0,-0.5625,0.0,False,-0.0
g051_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.03125,0.0,False,-0.0
g051_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-0.65625,0.0,False,-0.0
g051_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-1.546875,0.0,False,-0.0
g051_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-1.125,0.0,False,-0.0
g051_closure_update,closure,a1.0_b1.2,1.0,1.2,-0.734375,0.265625,False,0.192425
g051_closure_override,closure,a1.0_b1.2,1.0,1.2,-0.8125,0.140625,False,0.067425
g051_exception_override,closure,a0.9_b0.9,0.9,0.9,-1.015625,0.203125,False,0.154525
g052_clean,stable,a0.0_b0.0,0.0,0.0,0.375,0.0,False,-0.0
g052_redundant,stable,a0.0_b0.0,0.0,0.0,0.5,0.0,False,-0.0
g052_irrelevant,stable,a0.0_b0.0,0.0,0.0,-0.375,-0.015625,False,-0.015625
g052_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.34375,-0.015625,False,-0.015625
g052_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.578125,0.0,False,-0.0
g052_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.03125,0.0,False,-0.0
g052_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-0.03125,0.0,False,-0.0
g052_closure_update,closure,a1.0_b1.2,1.0,1.2,0.75,1.3125,True,6.2393
g052_closure_override,closure,a1.0_b1.2,1.0,1.2,0.765625,0.984375,True,5.911175
g052_exception_override,closure,a1.0_b1.2,1.0,1.2,0.546875,0.65625,True,5.58305
g054_clean,stable,a0.0_b0.0,0.0,0.0,0.46875,0.0,False,-0.0
g054_redundant,stable,a0.0_b0.0,0.0,0.0,0.40625,0.0,False,-0.0
g054_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.3125,0.0,False,-0.0
g054_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.53125,0.0,False,-0.0
g054_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.890625,0.0,False,-0.0
g054_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.28125,0.0,False,-0.0
g054_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.46875,0.0,False,-0.0
g054_closure_update,closure,a1.0_b0.9,1.0,0.9,0.25,0.59375,True,5.53945
g054_closure_override,closure,a1.0_b1.2,1.0,1.2,0.46875,0.515625,True,5.442425
g054_exception_override,closure,a1.0_b1.2,1.0,1.2,0.671875,1.5,True,6.4268
g055_clean,stable,a0.0_b0.0,0.0,0.0,1.046875,0.0,False,-0.0
g055_redundant,stable,a0.0_b0.0,0.0,0.0,0.90625,0.0,False,-0.0
g055_irrelevant,stable,a0.0_b0.0,0.0,0.0,1.3125,0.0,False,-0.0
g055_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.140625,0.0,False,-0.0
g055_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.984375,0.0,False,-0.0
g055_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.234375,0.0,False,-0.0
g055_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.65625,0.0,False,-0.0
g055_closure_update,closure,a1.0_b1.2,1.0,1.2,1.015625,0.921875,False,0.848675
g055_closure_override,closure,a1.0_b1.2,1.0,1.2,1.765625,1.21875,False,1.14555
g055_exception_override,closure,a1.0_b1.2,1.0,1.2,1.546875,1.984375,True,6.911175
g056_clean,stable,a0.0_b0.0,0.0,0.0,1.90625,0.0,False,-0.0
g056_redundant,stable,a0.0_b0.0,0.0,0.0,1.453125,0.0,False,-0.0
g056_irrelevant,stable,a0.0_b0.0,0.0,0.0,1.8125,0.0,False,-0.0
g056_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.671875,0.0,False,-0.0
g056_weak_distractor,competition,a0.0_b0.0,0.0,0.0,1.734375,0.0,False,-0.0
g056_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.90625,0.0,False,-0.0
g056_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.40625,0.0,False,-0.0
g056_closure_update,closure,a1.0_b1.2,1.0,1.2,1.609375,0.6875,False,0.6143
g056_closure_override,closure,a1.0_b1.2,1.0,1.2,1.6875,0.234375,False,0.161175
g056_exception_override,closure,a1.0_b1.2,1.0,1.2,1.53125,0.953125,False,0.879925
g057_clean,stable,a0.0_b0.0,0.0,0.0,-0.125,0.0,False,-0.0
g057_redundant,stable,a0.0_b0.0,0.0,0.0,-0.21875,0.0,False,-0.0
g057_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.328125,0.0,False,-0.0
g057_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.296875,0.0,False,-0.0
g057_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-0.21875,0.0,False,-0.0
g057_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-0.703125,0.0,False,-0.0
g057_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-0.3125,0.0,False,-0.0
g057_closure_update,closure,a0.0_b0.0,0.0,0.0,-0.625,0.0,False,0.0
g057_closure_override,closure,a0.0_b0.0,0.0,0.0,-0.296875,0.0,False,0.0
g057_exception_override,closure,a0.9_b0.9,0.9,0.9,-0.796875,0.390625,False,0.342025
g058_clean,stable,a0.0_b0.0,0.0,0.0,1.15625,0.0,False,-0.0
g058_redundant,stable,a0.0_b0.0,0.0,0.0,1.140625,0.0,False,-0.0
g058_irrelevant,stable,a0.0_b0.0,0.0,0.0,-0.3984375,0.0,False,-0.0
g058_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.484375,0.0,False,-0.0
g058_weak_distractor,competition,a0.0_b0.0,0.0,0.0,1.0,0.0,False,-0.0
g058_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.453125,0.0,False,-0.0
g058_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.015625,0.0,False,-0.0
g058_closure_update,closure,a1.0_b1.2,1.0,1.2,0.96875,0.390625,False,0.317425
g058_closure_override,closure,a1.0_b1.2,1.0,1.2,0.875,0.515625,False,0.442425
g058_exception_override,closure,a1.0_b1.2,1.0,1.2,0.859375,1.046875,True,5.973675
g059_clean,stable,a0.0_b0.0,0.0,0.0,1.015625,0.0,False,-0.0
g059_redundant,stable,a0.0_b0.0,0.0,0.0,1.140625,0.0,False,-0.0
g059_irrelevant,stable,a0.0_b0.0,0.0,0.0,1.0,0.0,False,-0.0
g059_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.5625,0.0,False,-0.0
g059_weak_distractor,competition,a0.0_b0.0,0.0,0.0,1.703125,0.0,False,-0.0
g059_competition_balanced,competition,a0.0_b0.0,0.0,0.0,1.203125,0.0,False,-0.0
g059_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.734375,0.0,False,-0.0
g059_closure_update,closure,a1.0_b1.2,1.0,1.2,2.15625,0.234375,False,0.161175
g059_closure_override,closure,a1.0_b1.2,1.0,1.2,2.140625,0.90625,False,0.83305
g059_exception_override,closure,a1.0_b0.9,1.0,0.9,2.1875,0.90625,False,0.85195
g060_clean,stable,a0.0_b0.0,0.0,0.0,0.390625,0.0,False,-0.0
g060_redundant,stable,a0.0_b0.0,0.0,0.0,0.390625,0.0,False,-0.0
g060_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.5625,0.0,False,-0.0
g060_paraphrase,stable,a0.0_b0.0,0.0,0.0,-0.15625,0.0,False,-0.0
g060_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.6875,0.0,False,-0.0
g060_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.109375,0.0,False,-0.0
g060_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.265625,0.0,False,-0.0
g060_closure_update,closure,a1.0_b1.2,1.0,1.2,0.15625,1.328125,True,6.254925
g060_closure_override,closure,a1.0_b1.2,1.0,1.2,0.546875,1.046875,True,5.973675
g060_exception_override,closure,a1.0_b1.2,1.0,1.2,0.671875,1.65625,True,6.58305
g061_clean,stable,a0.0_b0.0,0.0,0.0,0.5625,0.0,False,-0.0
g061_redundant,stable,a0.0_b0.0,0.0,0.0,0.65625,0.0,False,-0.0
g061_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.765625,0.0,False,-0.0
g061_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.28125,0.0,False,-0.0
g061_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.578125,0.0,False,-0.0
g061_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-0.203125,0.0,False,-0.0
g061_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.046875,0.0,False,-0.0
g061_closure_update,closure,a1.0_b1.2,1.0,1.2,0.890625,1.21875,True,6.14555
g061_closure_override,closure,a1.0_b1.2,1.0,1.2,1.390625,1.4375,True,6.3643
g061_exception_override,closure,a1.0_b1.2,1.0,1.2,1.203125,1.984375,True,6.911175
g062_clean,stable,a0.0_b0.0,0.0,0.0,1.921875,0.0,False,-0.0
g062_redundant,stable,a0.0_b0.0,0.0,0.0,1.6875,0.0,False,-0.0
g062_irrelevant,stable,a0.0_b0.0,0.0,0.0,1.9375,0.0,False,-0.0
g062_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.609375,0.0,False,-0.0
g062_weak_distractor,competition,a0.0_b0.0,0.0,0.0,1.65625,0.0,False,-0.0
g062_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.9375,0.0,False,-0.0
g062_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.28125,0.0,False,-0.0
g062_closure_update,closure,a1.0_b1.2,1.0,1.2,1.65625,0.609375,False,0.536175
g062_closure_override,closure,a1.0_b1.2,1.0,1.2,1.953125,0.703125,False,0.629925
g062_exception_override,closure,a1.0_b1.2,1.0,1.2,1.59375,1.046875,False,0.973675
g063_clean,stable,a0.0_b0.0,0.0,0.0,0.34375,0.0,False,-0.0
g063_redundant,stable,a0.0_b0.0,0.0,0.0,0.328125,0.0,False,-0.0
g063_irrelevant,stable,a0.0_b0.0,0.0,0.0,-0.078125,0.0,False,-0.0
g063_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.515625,0.0,False,-0.0
g063_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.5625,0.0,False,-0.0
g063_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-0.09375,0.0,False,-0.0
g063_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.140625,0.0,False,-0.0
g063_closure_update,closure,a1.0_b1.2,1.0,1.2,0.34375,0.609375,True,5.536175
g063_closure_override,closure,a0.6_b0.6,0.6,0.6,0.171875,0.40625,True,5.38465
g063_exception_override,closure,a0.9_b0.9,0.9,0.9,-0.25,0.5625,False,0.5139
g065_clean,stable,a0.0_b0.0,0.0,0.0,0.8125,0.0,False,-0.0
g065_redundant,stable,a0.0_b0.0,0.0,0.0,0.8125,0.0,False,-0.0
g065_irrelevant,stable,a0.0_b0.0,0.0,0.0,1.75,-0.015625,False,-0.015625
g065_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.890625,0.0,False,-0.0
g065_weak_distractor,competition,a0.0_b0.0,0.0,0.0,1.953125,0.0,False,-0.0
g065_competition_balanced,competition,a0.0_b0.0,0.0,0.0,1.1875,0.0,False,-0.0
g065_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.515625,0.015625,False,-0.015625
g065_closure_update,closure,a1.0_b1.2,1.0,1.2,2.171875,0.65625,False,0.58305
g065_closure_override,closure,a1.0_b1.2,1.0,1.2,2.75,1.015625,False,0.942425
g065_exception_override,closure,a1.0_b1.2,1.0,1.2,2.6875,1.0625,False,0.9893
g066_clean,stable,a0.0_b0.0,0.0,0.0,-0.28125,0.0,False,-0.0
g066_redundant,stable,a0.0_b0.0,0.0,0.0,-0.171875,0.0,False,-0.0
g066_irrelevant,stable,a0.0_b0.0,0.0,0.0,-0.015625,0.015625,False,-0.015625
g066_paraphrase,stable,a0.0_b0.0,0.0,0.0,-0.4375,0.0,False,-0.0
g066_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.03125,0.0,False,-0.0
g066_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-0.671875,0.0,False,-0.0
g066_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-0.5,0.015625,False,-0.015625
g066_closure_update,closure,a1.0_b0.9,1.0,0.9,-0.921875,0.65625,False,0.60195
g066_closure_override,closure,a1.0_b1.2,1.0,1.2,-0.796875,0.78125,False,0.70805
g066_exception_override,closure,a1.0_b1.2,1.0,1.2,-0.734375,1.3125,False,1.2393
g070_clean,stable,a0.0_b0.0,0.0,0.0,0.6796875,0.0,False,-0.0
g070_redundant,stable,a0.0_b0.0,0.0,0.0,0.9375,0.0,False,-0.0
g070_irrelevant,stable,a0.0_b0.0,0.0,0.0,-0.0390625,0.0,False,-0.0
g070_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.296875,0.0,False,-0.0
g070_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.6875,0.0,False,-0.0
g070_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-0.265625,0.0,False,-0.0
g070_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.15625,0.0,False,-0.0
g070_closure_update,closure,a1.0_b1.2,1.0,1.2,0.65625,0.7734375,True,5.7002375
g070_closure_override,closure,a1.0_b1.2,1.0,1.2,0.65625,0.515625,False,0.442425
g070_exception_override,closure,a1.0_b0.9,1.0,0.9,0.390625,0.765625,True,5.711325
g071_clean,stable,a0.0_b0.0,0.0,0.0,0.328125,0.0,False,-0.0
g071_redundant,stable,a0.0_b0.0,0.0,0.0,0.546875,0.0,False,-0.0
g071_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.8125,0.0,False,-0.0
g071_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.6875,0.0,False,-0.0
g071_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.90625,0.0,False,-0.0
g071_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.375,0.0,False,-0.0
g071_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.796875,0.0,False,-0.0
g071_closure_update,closure,a1.0_b0.9,1.0,0.9,1.234375,0.703125,False,0.648825
g071_closure_override,closure,a1.0_b1.2,1.0,1.2,1.78125,1.296875,False,1.223675
g071_exception_override,closure,a1.0_b1.2,1.0,1.2,1.640625,1.0625,False,0.9893
g072_clean,stable,a0.0_b0.0,0.0,0.0,0.40625,0.0,False,-0.0
g072_redundant,stable,a0.0_b0.0,0.0,0.0,0.40625,0.0,False,-0.0
g072_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.46875,0.0,False,-0.0
g072_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.125,0.0,False,-0.0
g072_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.625,0.0,False,-0.0
g072_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.34375,0.0,False,-0.0
g072_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.890625,0.0,False,-0.0
g072_closure_update,closure,a0.9_b0.9,0.9,0.9,0.25,0.71875,True,5.67015
g072_closure_override,closure,a1.0_b0.9,1.0,0.9,0.1875,0.28125,True,5.22695
g072_exception_override,closure,a1.0_b0.9,1.0,0.9,0.203125,0.78125,True,5.72695
g074_clean,stable,a0.0_b0.0,0.0,0.0,1.453125,0.0,False,-0.0
g074_redundant,stable,a0.0_b0.0,0.0,0.0,1.046875,0.0,False,-0.0
g074_irrelevant,stable,a0.0_b0.0,0.0,0.0,1.625,0.0,False,-0.0
g074_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.453125,0.0,False,-0.0
g074_weak_distractor,competition,a0.0_b0.0,0.0,0.0,1.5625,0.0,False,-0.0
g074_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.875,0.0,False,-0.0
g074_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.390625,0.0,False,-0.0
g074_closure_update,closure,a1.0_b1.2,1.0,1.2,1.125,0.9375,False,0.8643
g074_closure_override,closure,a1.0_b1.2,1.0,1.2,1.328125,0.203125,False,0.129925
g074_exception_override,closure,a1.0_b1.2,1.0,1.2,1.421875,0.84375,False,0.77055
g075_clean,stable,a0.0_b0.0,0.0,0.0,-0.171875,0.0,False,-0.0
g075_redundant,stable,a0.0_b0.0,0.0,0.0,-0.109375,0.0,False,-0.0
g075_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.015625,0.0,False,-0.0
g075_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.65625,0.0,False,-0.0
g075_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-0.3125,0.0,False,-0.0
g075_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-0.53125,0.0,False,-0.0
g075_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-0.0625,0.0,False,-0.0
g075_closure_update,closure,a1.0_b1.2,1.0,1.2,-0.859375,0.4375,False,0.3643
g075_closure_override,closure,a0.0_b0.0,0.0,0.0,-0.609375,0.0,False,0.0
g075_exception_override,closure,a0.6_b0.6,0.6,0.6,-0.703125,0.171875,False,0.150275
g076_clean,stable,a0.0_b0.0,0.0,0.0,0.8671875,0.0078125,False,-0.0078125
g076_redundant,stable,a0.0_b0.0,0.0,0.0,0.734375,0.0,False,-0.0
g076_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.015625,0.03125,True,-0.03125
g076_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.5625,0.015625,False,-0.015625
g076_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.203125,0.0,False,-0.0
g076_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-0.046875,0.0,False,-0.0
g076_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.203125,-0.015625,False,-0.015625
g076_closure_update,closure,a1.0_b1.2,1.0,1.2,0.453125,0.921875,True,5.848675
g076_closure_override,closure,a1.0_b1.2,1.0,1.2,0.578125,0.734375,True,5.661175
g076_exception_override,closure,a1.0_b0.9,1.0,0.9,0.6875,0.546875,False,0.492575
g078_clean,stable,a0.0_b0.0,0.0,0.0,0.3125,0.0,False,-0.0
g078_redundant,stable,a0.0_b0.0,0.0,0.0,0.5,0.0,False,-0.0
g078_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.5,0.0,False,-0.0
g078_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.03125,0.0,False,-0.0
g078_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.6875,0.0,False,-0.0
g078_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.328125,0.0,False,-0.0
g078_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.5,0.0,False,-0.0
g078_closure_update,closure,a0.9_b0.9,0.9,0.9,0.125,0.90625,True,5.85765
g078_closure_override,closure,a1.0_b1.2,1.0,1.2,-0.28125,0.28125,False,0.20805
g078_exception_override,closure,a1.0_b1.2,1.0,1.2,0.0,0.84375,True,5.77055
g081_clean,stable,a0.0_b0.0,0.0,0.0,-0.84375,0.015625,False,-0.015625
g081_redundant,stable,a0.0_b0.0,0.0,0.0,-0.53125,0.0,False,-0.0
g081_irrelevant,stable,a0.0_b0.0,0.0,0.0,-0.390625,0.0,False,-0.0
g081_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.609375,0.0,False,-0.0
g081_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-0.21875,0.0,False,-0.0
g081_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-0.71875,0.0,False,-0.0
g081_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-0.671875,0.0,False,-0.0
g081_closure_update,closure,a1.0_b1.2,1.0,1.2,-0.328125,0.59375,False,0.52055
g081_closure_override,closure,a0.0_b0.0,0.0,0.0,-0.75,0.0,False,0.0
g081_exception_override,closure,a0.9_b0.9,0.9,0.9,-0.828125,0.234375,False,0.185775
g082_clean,stable,a0.0_b0.0,0.0,0.0,1.796875,0.0,False,-0.0
g082_redundant,stable,a0.0_b0.0,0.0,0.0,1.453125,0.0,False,-0.0
g082_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.828125,0.0,False,-0.0
g082_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.828125,0.0,False,-0.0
g082_weak_distractor,competition,a0.0_b0.0,0.0,0.0,1.71875,0.0,False,-0.0
g082_competition_balanced,competition,a0.0_b0.0,0.0,0.0,1.03125,0.0,False,-0.0
g082_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.375,0.0,False,-0.0
g082_closure_update,closure,a1.0_b0.9,1.0,0.9,1.25,0.3125,False,0.2582
g082_closure_override,closure,a1.0_b1.2,1.0,1.2,0.8125,0.125,False,0.0518
g082_exception_override,closure,a1.0_b0.9,1.0,0.9,0.921875,0.484375,False,0.430075
g083_clean,stable,a0.0_b0.0,0.0,0.0,2.0625,0.0,False,-0.0
g083_redundant,stable,a0.0_b0.0,0.0,0.0,1.796875,0.0,False,-0.0
g083_irrelevant,stable,a0.0_b0.0,0.0,0.0,3.09375,0.0,False,-0.0
g083_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.953125,0.0,False,-0.0
g083_weak_distractor,competition,a0.0_b0.0,0.0,0.0,2.359375,0.0,False,-0.0
g083_competition_balanced,competition,a0.0_b0.0,0.0,0.0,1.796875,0.0,False,-0.0
g083_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.828125,0.0,False,-0.0
g083_closure_update,closure,a1.0_b1.2,1.0,1.2,3.078125,1.34375,False,1.27055
g083_closure_override,closure,a1.0_b1.2,1.0,1.2,3.3125,0.921875,False,0.848675
g083_exception_override,closure,a1.0_b1.2,1.0,1.2,3.265625,1.265625,False,1.192425
g084_clean,stable,a0.0_b0.0,0.0,0.0,0.359375,0.0,False,-0.0
g084_redundant,stable,a0.0_b0.0,0.0,0.0,0.484375,0.0,False,-0.0
g084_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.375,0.0,False,-0.0
g084_paraphrase,stable,a0.0_b0.0,0.0,0.0,-0.1875,0.0,False,-0.0
g084_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.75,0.0,False,-0.0
g084_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.328125,0.0,False,-0.0
g084_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.546875,0.0,False,-0.0
g084_closure_update,closure,a0.9_b0.9,0.9,0.9,-0.140625,0.390625,False,0.342025
g084_closure_override,closure,a1.0_b0.9,1.0,0.9,-0.359375,0.21875,False,0.16444999999999999
g084_exception_override,closure,a1.0_b1.2,1.0,1.2,-0.09375,1.046875,False,0.973675
g086_clean,stable,a0.0_b0.0,0.0,0.0,1.140625,0.0,False,-0.0
g086_redundant,stable,a0.0_b0.0,0.0,0.0,0.765625,0.0,False,-0.0
g086_irrelevant,stable,a0.0_b0.0,0.0,0.0,1.359375,0.015625,False,-0.015625
g086_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.578125,-0.015625,False,-0.015625
g086_weak_distractor,competition,a0.0_b0.0,0.0,0.0,1.0,0.0,False,-0.0
g086_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.609375,0.0,False,-0.0
g086_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.75,0.0,False,-0.0
g086_closure_update,closure,a1.0_b1.2,1.0,1.2,1.125,1.203125,True,6.129925
g086_closure_override,closure,a1.0_b1.2,1.0,1.2,1.25,0.609375,False,0.536175
g086_exception_override,closure,a1.0_b1.2,1.0,1.2,1.078125,0.90625,False,0.83305
g087_clean,stable,a0.0_b0.0,0.0,0.0,-0.40625,0.0,False,-0.0
g087_redundant,stable,a0.0_b0.0,0.0,0.0,-0.5,0.0,False,-0.0
g087_irrelevant,stable,a0.0_b0.0,0.0,0.0,-0.234375,0.015625,False,-0.015625
